study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Devineni2012	placebo	10.0	CAN0_d27	concentration	glucose	plasma	LC MS/MS	24.0	hr	9.82	NA	NA	NA	2.19	NA	NA	mmol/l	NA
Devineni2012	placebo	10.0	CAN0_d27	concentration change	glucose	plasma	LC MS/MS	NA	NA	0.07	NA	NA	NA	2.09	NA	NA	dimensionless	NA
Devineni2012	placebo	10.0	CAN0_d27	hba1c	haemoglobin	plasma	LC MS/MS	NA	NA	7.99	NA	NA	NA	0.52	NA	NA	percent	NA
Devineni2012	placebo	10.0	CAN0_d0	cumulative amount	glucose	urine	LC MS/MS	24.0	hr	11.3	NA	NA	NA	15.88	NA	NA	g	baseline
Devineni2012	placebo	10.0	CAN0_d27	cumulative amount	glucose	urine	LC MS/MS	24.0	hr	8.1	NA	NA	NA	15.64	NA	NA	g	NA
Devineni2012	placebo	10.0	CAN0_d27	renal threshold 	glucose	urine	LC MS/MS	24.0	hr	12.7	NA	NA	NA	1.64	NA	NA	mmole/l	NA
Devineni2012	QD100	10.0	QD_CAN100_d27	concentration	glucose	plasma	LC MS/MS	24.0	hr	9.3	NA	NA	NA	1.67	NA	NA	mmol/l	NA
Devineni2012	QD100	10.0	QD_CAN100_d27	concentration change	glucose	plasma	LC MS/MS	NA	NA	-1.64	NA	NA	NA	1.47	NA	NA	dimensionless	NA
Devineni2012	QD100	10.0	QD_CAN100_d27	hba1c	haemoglobin	plasma	LC MS/MS	NA	NA	8.38	NA	NA	NA	0.88	NA	NA	percent	NA
Devineni2012	QD100	10.0	QD_CAN100_d0	cumulative amount	glucose	urine	LC MS/MS	24.0	hr	5.21	NA	NA	NA	9.89	NA	NA	g	baseline
Devineni2012	QD100	10.0	QD_CAN100_d27	cumulative amount	glucose	urine	LC MS/MS	24.0	hr	77.11	NA	NA	NA	33.85	NA	NA	g	baseline
Devineni2012	QD100	10.0	QD_CAN100_d27	renal threshold 	glucose	urine	LC MS/MS	24.0	hr	12.4	NA	NA	NA	1.77	NA	NA	mmole/l	NA
Devineni2012	BID300	10.0	BID_CAN300_d27	concentration	glucose	plasma	LC MS/MS	24.0	hr	11.29	NA	NA	NA	1.62	NA	NA	mmol/l	NA
Devineni2012	BID300	10.0	BID_CAN300_d27	concentration change	glucose	plasma	LC MS/MS	NA	NA	-2.46	NA	NA	NA	1.51	NA	NA	dimensionless	NA
Devineni2012	BID300	10.0	BID_CAN300_d27	hba1c	haemoglobin	plasma	LC MS/MS	NA	NA	8.42	NA	NA	NA	1.02	NA	NA	percent	NA
Devineni2012	BID300	10.0	BID_CAN300_d0	cumulative amount	glucose	urine	LC MS/MS	24.0	hr	27.5	NA	NA	NA	38.48	NA	NA	g	baseline
Devineni2012	BID300	10.0	BID_CAN300_d27	cumulative amount	glucose	urine	LC MS/MS	24.0	hr	156.7	NA	NA	NA	65.89	NA	NA	g	baseline
Devineni2012	BID300	10.0	BID_CAN300_d27	renal threshold 	glucose	urine	LC MS/MS	24.0	hr	12.35	NA	NA	NA	0.85	NA	NA	mmole/l	NA
