study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Murphy2015	all	24	NA	species	24	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Murphy2015	all	24	NA	healthy	24	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Murphy2015	all	24	NA	sex	15	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Murphy2015	all	24	NA	sex	9	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Murphy2015	all	24	NA	age	24	NA	NA	31.7	NA	10.9	NA	18.0	55.0	yr	NA
Murphy2015	all	24	NA	bmi	24	NA	NA	25.4	NA	2.5	NA	18.0	30.0	kg/m^2	NA
Murphy2015	all	24	NA	weight	24	NA	NA	76.3	NA	9.0	NA	50.0	NA	kg	NA
Murphy2015	all	24	NA	ethnicity	14	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
Murphy2015	all	24	NA	ethnicity	8	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Murphy2015	all	24	NA	ethnicity	2	NA	american indian	NA	NA	NA	NA	NA	NA	NA	NA
Murphy2015	all	24	NA	blood pressure	24	NA	NA	NA	NA	NA	NA	90.0	140.0	mmHg	NA
Murphy2015	all	24	NA	overnight fast	24	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Murphy2015	all	24	NA	pregnant	24	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Murphy2015	all	24	NA	breastfeeding	24	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Murphy2015	all	24	NA	smoking	24	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Murphy2015	all	24	NA	medication	24	NA	N	NA	NA	NA	NA	NA	NA	NA	Participants refrained from taking any over-the-counter or prescription medications (with the exception of paracetamol, oral contraceptives, and hormonal replacement therapy)
