study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Mamidi2014	human	6.0	14C_CAN188	cumulative amount	canagliflozin	feces	LC MS/MS	canagliflozin_cumulative amount_feces	0.0	hr	0.0								mole	mg
Mamidi2014	human	6.0	14C_CAN188	cumulative amount	canagliflozin	feces	LC MS/MS	canagliflozin_cumulative amount_feces	48.0	hr	0.00016367391196756936								mole	mg
