study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Mamidi2014	human	6.0	14C_CAN188	cumulative amount	M5	urine	LC MS/MS	M5_cumulative amount_urine	0.0	hr	0.0								mole	mg
Mamidi2014	human	6.0	14C_CAN188	cumulative amount	M5	urine	LC MS/MS	M5_cumulative amount_urine	48.0	hr	4.150177247824686e-05								mole	mg
