study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Mamidi2014	human	6.0	14C_CAN188	recovery	total canagliflozin	urine	LC MS/MS	canagliflozin_total_recovey_urine	0.0	hr	0.0								count*mole/kilogram	percent 
Mamidi2014	human	6.0	14C_CAN188	recovery	total canagliflozin	urine	LC MS/MS	canagliflozin_total_recovey_urine	48.0	hr	0.7176312320310987								count*mole/kilogram	percent 
