study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	mean_unit	value_unit
Murphy2015		all	24.0	CAN150, MET1000	concentration	metformin	plasma	LC MS/MS	metformin_fasted	0.0	hr		0.0	0.0	0.0	0.0	fasted	ng/ml	ng/ml
Murphy2015		all	24.0	CAN150, MET1000	concentration	metformin	plasma	LC MS/MS	metformin_fasted	0.5	hr		272.480114979274	444.89437918569	172.414264206416	35.1939143069271	fasted	ng/ml	ng/ml
Murphy2015		all	24.0	CAN150, MET1000	concentration	metformin	plasma	LC MS/MS	metformin_fasted	1.0	hr		627.730006366485	938.075681938034	310.345675571549	63.3490457524688	fasted	ng/ml	ng/ml
Murphy2015		all	24.0	CAN150, MET1000	concentration	metformin	plasma	LC MS/MS	metformin_fasted	1.5	hr		851.939592162391	1224.35440284825	372.414810685859	76.0188549029625	fasted	ng/ml	ng/ml
Murphy2015		all	24.0	CAN150, MET1000	concentration	metformin	plasma	LC MS/MS	metformin_fasted	2.0	hr		983.040010492405	1345.10996532587	362.069954833465	73.9072200445451	fasted	ng/ml	ng/ml
Murphy2015		all	24.0	CAN150, MET1000	concentration	metformin	plasma	LC MS/MS	metformin_fasted	3.0	hr		1196.98124755792	1438.3612174469	241.37996988898	49.2714800296974	fasted	ng/ml	ng/ml
Murphy2015		all	24.0	CAN150, MET1000	concentration	metformin	plasma	LC MS/MS	metformin_fasted	4.0	hr		1266.08903789561	1490.23304615838	224.14400826277	45.7532040954969	fasted	ng/ml	ng/ml
Murphy2015		all	24.0	CAN150, MET1000	concentration	metformin	plasma	LC MS/MS	metformin_fasted	5.0	hr		1176.58116995783	1362.78857530076	186.20740534293	38.0094274514814	fasted	ng/ml	ng/ml
Murphy2015		all	24.0	CAN150, MET1000	concentration	metformin	plasma	LC MS/MS	metformin_fasted	6.0	hr		938.791570008115	1211.20064265982	272.409072651705	55.6052691084524	fasted	ng/ml	ng/ml
Murphy2015		all	24.0	CAN150, MET1000	concentration	metformin	plasma	LC MS/MS	metformin_fasted	8.0	hr		632.178349030955	856.322357293724	224.144008262769	45.7532040954967	fasted	ng/ml	ng/ml
Murphy2015		all	24.0	CAN150, MET1000	concentration	metformin	plasma	LC MS/MS	metformin_fasted	12.0	hr		284.480803543372	412.06735905612	127.586555512748	26.0434965871261	fasted	ng/ml	ng/ml
Murphy2015		all	24.0	CAN150, MET1000	concentration	metformin	plasma	LC MS/MS	metformin_fasted	24.0	hr		55.172564546053	75.8622762508227	20.6897117047697	4.2232697168312	fasted	ng/ml	ng/ml
