study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Wattamwar2020	all	56.0	NA	species	56.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Wattamwar2020	all	56.0	NA	healthy 	56.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Wattamwar2020	all	56.0	NA	sex	56.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Wattamwar2020	all	56.0	NA	ethnicity	56.0	NA	indian	NA	NA	NA	NA	NA	NA	NA	NA
Wattamwar2020	all	56.0	NA	overnight fast	56.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Wattamwar2020	fasting	24.0	all	species	24.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Wattamwar2020	fasting	24.0	all	healthy 	24.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Wattamwar2020	fasting	24.0	all	sex	24.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Wattamwar2020	fed	32.0	all	species	32.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Wattamwar2020	fed	32.0	all	healthy 	32.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Wattamwar2020	fed	32.0	all	sex	32.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
