study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Tamborlane2018	CAN300	S-13T1R14	NA	day	oral	multiple dose	dosing	tablet	canagliflozin	300	mg	NA
Tamborlane2018	CAN100	S-13T1R14	NA	day	oral	multiple dose	dosing	tablet	canagliflozin	100	mg	NA
Tamborlane2018	CAN300_baseline	0	NA	hr	oral	single dose	dosing	tablet	canagliflozin	0	mg	NA
Tamborlane2018	CAN100_baseline	0	NA	hr	oral	single dose	dosing	tablet	canagliflozin	0	mg	NA
