study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Devineni2015d	study 2	12.0	CAN300_2	cmax	canagliflozin	plasma	LC MS/MS	NA	NA	2699.0	NA	NA	NA	814.0	NA	NA	ng/ml	NA
Devineni2015d	study 2	12.0	CAN300_2	auc_inf	canagliflozin	plasma	LC MS/MS	NA	NA	21861.0	NA	NA	NA	4290.0	NA	NA	ng*hr/ml	NA
Devineni2015d	study 2	12.0	CAN300_2	tmax	canagliflozin	plasma	LC MS/MS	NA	NA	NA	1.92	1.42	3.92	NA	NA	NA	hr	NA
Devineni2015d	study 2	12.0	CAN300_2	recovery	canagliflozin	urine	LC MS/MS	24.0	hr	0.609	NA	NA	NA	0.217	NA	NA	percent	NA
Devineni2015d	study 2	12.0	CAN300_2	cumulative amount	canagliflozin	urine	LC MS/MS	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015d	study 2	12.0	CAN300_2	cumulative amount	canagliflozin	urine	LC MS/MS	24.0	hr	1.827	NA	NA	NA	0.651	NA	NA	mg	NA
Devineni2015d	study 2	12.0	CAN300_2	clearance_renal	canagliflozin	plasma	LC MS/MS	NA	NA	0.0868	NA	NA	NA	0.0297	NA	NA	l/hr	NA
Devineni2015d	study 2	12.0	CAN300_2	cmax	M7	plasma	LC MS/MS	NA	NA	1676.0	NA	NA	NA	611.0	NA	NA	ng/ml	NA
Devineni2015d	study 2	12.0	CAN300_2	auc_inf	M7	plasma	LC MS/MS	NA	NA	16480.0	NA	NA	NA	5661.0	NA	NA	ng*hr/ml	NA
Devineni2015d	study 2	12.0	CAN300_2	tmax	M7	plasma	LC MS/MS	NA	NA	NA	2.92	1.92	3.92	NA	NA	NA	hr	NA
Devineni2015d	study 2	12.0	CAN300_2	recovery	M7	urine	LC MS/MS	24.0	hr	21.1	NA	NA	NA	4.13	NA	NA	percent	NA
Devineni2015d	study 2	12.0	CAN300_2	cumulative amount	M7	urine	LC MS/MS	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015d	study 2	12.0	CAN300_2	cumulative amount	M7	urine	LC MS/MS	24.0	hr	63.300000000000004	NA	NA	NA	12.389999999999999	NA	NA	mg	NA
Devineni2015d	study 2	12.0	CAN300_2	clearance_renal	M7	plasma	LC MS/MS	NA	NA	5.8	NA	NA	NA	1.91	NA	NA	l/hr	NA
Devineni2015d	study 2	12.0	CAN300_2	cmax	M5	plasma	LC MS/MS	NA	NA	2448.0	NA	NA	NA	805.0	NA	NA	ng/ml	NA
Devineni2015d	study 2	12.0	CAN300_2	auc_inf	M5	plasma	LC MS/MS	NA	NA	20789.0	NA	NA	NA	7928.0	NA	NA	ng*hr/ml	NA
Devineni2015d	study 2	12.0	CAN300_2	tmax	M5	plasma	LC MS/MS	NA	NA	NA	2.92	2.92	3.92	NA	NA	NA	hr	NA
Devineni2015d	study 2	12.0	CAN300_2	recovery	M5	urine	LC MS/MS	24.0	hr	11.2	NA	NA	NA	2.74	NA	NA	percent	NA
Devineni2015d	study 2	12.0	CAN300_2	cumulative amount	M5	urine	LC MS/MS	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015d	study 2	12.0	CAN300_2	cumulative amount	M5	urine	LC MS/MS	24.0	hr	33.599999999999994	NA	NA	NA	8.22	NA	NA	mg	NA
Devineni2015d	study 2	12.0	CAN300_2	clearance_renal	M5	plasma	LC MS/MS	NA	NA	2.47	NA	NA	NA	0.709	NA	NA	l/hr	NA
Devineni2015d	study 2	12.0	CAN300_2, PRO500	cmax	canagliflozin	plasma	LC MS/MS	NA	NA	3105.0	NA	NA	NA	680.0	NA	NA	ng/ml	NA
Devineni2015d	study 2	12.0	CAN300_2, PRO500	auc_inf	canagliflozin	plasma	LC MS/MS	NA	NA	26225.0	NA	NA	NA	5261.0	NA	NA	ng*hr/ml	NA
Devineni2015d	study 2	12.0	CAN300_2, PRO500	tmax	canagliflozin	plasma	LC MS/MS	NA	NA	NA	1.67	1.42	5.92	NA	NA	NA	hr	NA
Devineni2015d	study 2	12.0	CAN300_2, PRO500	recovery	canagliflozin	urine	LC MS/MS	24.0	hr	0.495	NA	NA	NA	0.136	NA	NA	percent	NA
Devineni2015d	study 2	12.0	CAN300_2, PRO500	cumulative amount	canagliflozin	urine	LC MS/MS	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015d	study 2	12.0	CAN300_2, PRO500	cumulative amount	canagliflozin	urine	LC MS/MS	24.0	hr	1.4849999999999999	NA	NA	NA	0.40800000000000003	NA	NA	mg	NA
Devineni2015d	study 2	12.0	CAN300_2, PRO500	clearance_renal	canagliflozin	plasma	LC MS/MS	NA	NA	0.0569	NA	NA	NA	0.00944	NA	NA	l/hr	NA
Devineni2015d	study 2	12.0	CAN300_2, PRO500	cmax	M7	plasma	LC MS/MS	NA	NA	2299.0	NA	NA	NA	811.0	NA	NA	ng/ml	NA
Devineni2015d	study 2	12.0	CAN300_2, PRO500	auc_inf	M7	plasma	LC MS/MS	NA	NA	22405.0	NA	NA	NA	7746.0	NA	NA	ng*hr/ml	NA
Devineni2015d	study 2	12.0	CAN300_2, PRO500	tmax	M7	plasma	LC MS/MS	NA	NA	NA	2.92	1.92	5.92	NA	NA	NA	hr	NA
Devineni2015d	study 2	12.0	CAN300_2, PRO500	recovery	M7	urine	LC MS/MS	24.0	hr	12.2	NA	NA	NA	2.4	NA	NA	percent	NA
Devineni2015d	study 2	12.0	CAN300_2, PRO500	cumulative amount	M7	urine	LC MS/MS	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015d	study 2	12.0	CAN300_2, PRO500	cumulative amount	M7	urine	LC MS/MS	24.0	hr	36.6	NA	NA	NA	7.2	NA	NA	mg	NA
Devineni2015d	study 2	12.0	CAN300_2, PRO500	clearance_renal	M7	plasma	LC MS/MS	NA	NA	2.46	NA	NA	NA	0.995	NA	NA	l/hr	NA
Devineni2015d	study 2	12.0	CAN300_2, PRO500	cmax	M5	plasma	LC MS/MS	NA	NA	3164.0	NA	NA	NA	934.0	NA	NA	ng/ml	NA
