study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments
Devineni2015d	NA	study 3	14.0	CAN300_3	concentration	canagliflozin 	plasma	LC MS/MS	canagliflozin_CAN300_3	0.0	hr	NA	303.919538231319	377.782102519186	73.86256428786703	19.74060066241163	ng/ml	NA
Devineni2015d	NA	study 3	14.0	CAN300_3	concentration	canagliflozin 	plasma	LC MS/MS	canagliflozin_CAN300_3	0.5	hr	NA	711.891476430163	1121.12793099905	409.236454568887	109.37304308391818	ng/ml	NA
Devineni2015d	NA	study 3	14.0	CAN300_3	concentration	canagliflozin 	plasma	LC MS/MS	canagliflozin_CAN300_3	1.0	hr	NA	1707.70870843006	2601.19202475772	893.4833163276601	238.79346074976198	ng/ml	NA
Devineni2015d	NA	study 3	14.0	CAN300_3	concentration	canagliflozin 	plasma	LC MS/MS	canagliflozin_CAN300_3	1.5	hr	NA	2177.36398173646	3147.2484945916	969.8845128551397	259.2125394172914	ng/ml	NA
Devineni2015d	NA	study 3	14.0	CAN300_3	concentration	canagliflozin 	plasma	LC MS/MS	canagliflozin_CAN300_3	2.0	hr	NA	2719.46052207208	3550.95221112488	831.4916890527998	222.22550145611066	ng/ml	NA
Devineni2015d	NA	study 3	14.0	CAN300_3	concentration	canagliflozin 	plasma	LC MS/MS	canagliflozin_CAN300_3	3.0	hr	NA	2283.60344579806	3058.56166821245	774.9582224143901	207.1162969527147	ng/ml	NA
Devineni2015d	NA	study 3	14.0	CAN300_3	concentration	canagliflozin 	plasma	LC MS/MS	canagliflozin_CAN300_3	4.0	hr	NA	1848.828178503	2309.12942700725	460.30124850425	123.02068332908533	ng/ml	NA
Devineni2015d	NA	study 3	14.0	CAN300_3	concentration	canagliflozin 	plasma	LC MS/MS	canagliflozin_CAN300_3	5.0	hr	NA	1630.84915563495	1942.11911195199	311.26995631703994	83.19039509531818	ng/ml	NA
Devineni2015d	NA	study 3	14.0	CAN300_3	concentration	canagliflozin 	plasma	LC MS/MS	canagliflozin_CAN300_3	6.0	hr	NA	1339.35761650751	1612.82113848923	273.46352198171985	73.08620050258001	ng/ml	NA
Devineni2015d	NA	study 3	14.0	CAN300_3	concentration	canagliflozin 	plasma	LC MS/MS	canagliflozin_CAN300_3	10.0	hr	NA	861.335632349597	1050.45949349632	189.12386114672302	50.5454780053461	ng/ml	NA
Devineni2015d	NA	study 3	14.0	CAN300_3	concentration	canagliflozin 	plasma	LC MS/MS	canagliflozin_CAN300_3	12.0	hr	NA	705.140829299366	858.604387575935	153.46355827656896	41.014861173295536	ng/ml	NA
Devineni2015d	NA	study 3	14.0	CAN300_3	concentration	canagliflozin 	plasma	LC MS/MS	canagliflozin_CAN300_3	16.0	hr	NA	466.622329270307	572.705078786731	106.08274951642397	28.351807381244107	ng/ml	NA
Devineni2015d	NA	study 3	14.0	CAN300_3	concentration	canagliflozin 	plasma	LC MS/MS	canagliflozin_CAN300_3	24.0	hr	NA	333.241147052547	412.261153232265	79.020006179718	21.118984987518882	ng/ml	NA
