study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Devineni2015d	CAN300	0	NA	hr	oral	single dose	dosing	capsule	canagliflozin	300	mg	NA
Devineni2015d	PRO500	S-60T12R6	NA	hr	oral	multiple dose	dosing	capsule	probenecid	500	mg	NA
Devineni2015d	CYC400	0	NA	hr	oral	single dose	dosing	capsule	cyclosporine	400	mg	NA
Devineni2015d	RIF600	S-7T1R8	NA	hr	oral	multiple dose	dosing	capsule	rifampicin	600	mg	NA
Devineni2015d	CAN300_2	S-16T1R17	NA	hr	oral	multiple dose	dosing	capsule	canagliflozin	300	mg	NA
Devineni2015d	CAN300_3	S-7T1R8	NA	hr	oral	multiple dose	dosing	capsule	canagliflozin	300	mg	NA
