study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Devineni2015a	CAN50	9.0	CAN50_d9	renal threshold	glucose	urine	LC MS/MS	glucose_renal_threshold_CAN50	-7.0	day	75.4	NA	NA	NA	5.3	NA	NA	mg/dl	only 8 subjects
Devineni2015a	CAN50	9.0	CAN50_d9	renal threshold	glucose	urine	LC MS/MS	glucose_renal_threshold_CAN50	1.0	day	82.1	NA	NA	NA	9.1	NA	NA	mg/dl	NA
Devineni2015a	CAN50	9.0	CAN50_d9	renal threshold	glucose	urine	LC MS/MS	glucose_renal_threshold_CAN50	2.0	day	101.6	NA	NA	NA	12.33	NA	NA	mg/dl	only 3 subjects
Devineni2015a	CAN50	9.0	CAN50_d9	cumulative amount	glucose	urine	LC MS/MS	glucose_cumulative_amount_CAN50	-7.0	day	34.5	NA	NA	NA	10.3	NA	NA	g	NA
Devineni2015a	CAN50	9.0	CAN50_d9	cumulative amount	glucose	urine	LC MS/MS	glucose_cumulative_amount_CAN50	1.0	day	28.9	NA	NA	NA	9.9	NA	NA	g	NA
Devineni2015a	CAN50	9.0	CAN50_d9	cumulative amount	glucose	urine	LC MS/MS	glucose_cumulative_amount_CAN50	2.0	day	35.5	NA	NA	NA	7.01	NA	NA	g	only 7 subjects
Devineni2015a	CAN50	9.0	CAN50_d9	concentration	glucose	plasma	LC MS/MS	glucose__CAN50	-7.0	day	100.0	NA	NA	NA	7.9	NA	NA	mg/dl	NA
Devineni2015a	CAN50	9.0	CAN50_d9	concentration	glucose	plasma	LC MS/MS	glucose__CAN50	1.0	day	99.8	NA	NA	NA	5.0	NA	NA	mg/dl	NA
Devineni2015a	CAN50	9.0	CAN50_d9	concentration	glucose	plasma	LC MS/MS	glucose__CAN50	2.0	day	102.0	NA	NA	NA	4.97	NA	NA	mg/dl	NA
Devineni2015a	CAN100	9.0	CAN100_d9	renal threshold	glucose	urine	LC MS/MS	glucose_renal_threshold_CAN100	-7.0	day	58.2	NA	NA	NA	16.2	NA	NA	mg/dl	NA
Devineni2015a	CAN100	9.0	CAN100_d9	renal threshold	glucose	urine	LC MS/MS	glucose_renal_threshold_CAN100	1.0	day	63.0	NA	NA	NA	20.1	NA	NA	mg/dl	NA
Devineni2015a	CAN100	9.0	CAN100_d9	renal threshold	glucose	urine	LC MS/MS	glucose_renal_threshold_CAN100	2.0	day	77.8	NA	NA	NA	8.69	NA	NA	mg/dl	Only 6 subjects
Devineni2015a	CAN100	9.0	CAN100_d9	cumulative amount	glucose	urine	LC MS/MS	glucose_cumulative_amount_CAN100	-7.0	day	48.1	NA	NA	NA	12.3	NA	NA	g	NA
Devineni2015a	CAN100	9.0	CAN100_d9	cumulative amount	glucose	urine	LC MS/MS	glucose_cumulative_amount_CAN100	1.0	day	44.6	NA	NA	NA	16.5	NA	NA	g	NA
Devineni2015a	CAN100	9.0	CAN100_d9	cumulative amount	glucose	urine	LC MS/MS	glucose_cumulative_amount_CAN100	2.0	day	67.0	NA	NA	NA	6.59	NA	NA	g	Only 7 subjects
Devineni2015a	CAN100	9.0	CAN100_d9	concentration	glucose	plasma	LC MS/MS	glucose__CAN100	-7.0	day	92.8	NA	NA	NA	7.9	NA	NA	mg/dl	NA
Devineni2015a	CAN100	9.0	CAN100_d9	concentration	glucose	plasma	LC MS/MS	glucose__CAN100	1.0	day	94.5	NA	NA	NA	6.9	NA	NA	mg/dl	NA
Devineni2015a	CAN100	9.0	CAN100_d9	concentration	glucose	plasma	LC MS/MS	glucose__CAN100	2.0	day	95.6	NA	NA	NA	4.88	NA	NA	mg/dl	Only 7 subjects
Devineni2015a	CAN300	9.0	CAN300_d9	renal threshold	glucose	urine	LC MS/MS	glucose_renal_threshold_CAN300	-7.0	day	45.4	NA	NA	NA	15.3	NA	NA	mg/dl	NA
Devineni2015a	CAN300	9.0	CAN300_d9	renal threshold	glucose	urine	LC MS/MS	glucose_renal_threshold_CAN300	1.0	day	47.0	NA	NA	NA	17.3	NA	NA	mg/dl	NA
Devineni2015a	CAN300	9.0	CAN300_d9	renal threshold	glucose	urine	LC MS/MS	glucose_renal_threshold_CAN300	2.0	day	61.1	NA	NA	NA	18.42	NA	NA	mg/dl	Only 6 subjects
Devineni2015a	CAN300	9.0	CAN300_d9	cumulative amount	glucose	urine	LC MS/MS	glucose_cumulative_amount_CAN300	-7.0	day	62.0	NA	NA	NA	10.9	NA	NA	g	NA
Devineni2015a	CAN300	9.0	CAN300_d9	cumulative amount	glucose	urine	LC MS/MS	glucose_cumulative_amount_CAN300	1.0	day	60.9	NA	NA	NA	18.7	NA	NA	g	NA
Devineni2015a	CAN300	9.0	CAN300_d9	cumulative amount	glucose	urine	LC MS/MS	glucose_cumulative_amount_CAN300	2.0	day	104.6	NA	NA	NA	20.17	NA	NA	g	NA
Devineni2015a	CAN300	9.0	CAN300_d9	concentration	glucose	plasma	LC MS/MS	glucose__CAN300	-7.0	day	93.3	NA	NA	NA	5.3	NA	NA	mg/dl	NA
Devineni2015a	CAN300	9.0	CAN300_d9	concentration	glucose	plasma	LC MS/MS	glucose__CAN300	1.0	day	93.9	NA	NA	NA	4.9	NA	NA	mg/dl	NA
Devineni2015a	CAN300	9.0	CAN300_d9	concentration	glucose	plasma	LC MS/MS	glucose__CAN300	2.0	day	95.7	NA	NA	NA	4.83	NA	NA	mg/dl	NA
