study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Devineni2015a	CAN300	9.0	CAN300_d9	recovery	M7	urine	LC MS/MS	M7_CAN300_d9_recovery	48.0	hr	21.6	NA	NA	NA	3.82	NA	NA	percent	NA
Devineni2015a	CAN50	9.0	CAN50_d9	recovery	M5	urine	LC MS/MS	M5_CAN50_d9_recovery	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2015a	CAN50	9.0	CAN50_d9	recovery	M5	urine	LC MS/MS	M5_CAN50_d9_recovery	48.0	hr	10.2	NA	NA	NA	5.63	NA	NA	percent	NA
Devineni2015a	CAN100	9.0	CAN100_d9	recovery	M5	urine	LC MS/MS	M5_CAN100_d9_recovery	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2015a	CAN100	9.0	CAN100_d9	recovery	M5	urine	LC MS/MS	M5_CAN100_d9_recovery	48.0	hr	9.7	NA	NA	NA	1.42	NA	NA	percent	NA
Devineni2015a	CAN300	9.0	CAN300_d9	recovery	M5	urine	LC MS/MS	M5_CAN300_d9_recovery	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2015a	CAN300	9.0	CAN300_d9	recovery	M5	urine	LC MS/MS	M5_CAN300_d9_recovery	48.0	hr	11.5	NA	NA	NA	2.72	NA	NA	percent	NA
Devineni2015a	CAN50	9.0	CAN50_d1	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN50_d1	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015a	CAN50	9.0	CAN50_d1	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN50_d1	48.0	hr	0.20499999999999996	NA	NA	NA	0.1075	NA	NA	mg	NA
Devineni2015a	CAN100	9.0	CAN100_d1	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN100_d1	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015a	CAN100	9.0	CAN100_d1	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN100_d1	48.0	hr	0.36	NA	NA	NA	0.129	NA	NA	mg	NA
Devineni2015a	CAN300	9.0	CAN300_d1	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN300_d1	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015a	CAN300	9.0	CAN300_d1	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN300_d1	48.0	hr	1.2299999999999998	NA	NA	NA	0.3539999999999999	NA	NA	mg	NA
Devineni2015a	CAN50	9.0	CAN50_d1	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN50_d1	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015a	CAN50	9.0	CAN50_d1	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN50_d1	48.0	hr	7.95	NA	NA	NA	1.7500000000000002	NA	NA	mg	NA
Devineni2015a	CAN100	9.0	CAN100_d1	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN100_d1	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015a	CAN100	9.0	CAN100_d1	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN100_d1	48.0	hr	17.6	NA	NA	NA	2.72	NA	NA	mg	NA
Devineni2015a	CAN300	9.0	CAN300_d1	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN300_d1	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015a	CAN300	9.0	CAN300_d1	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN300_d1	48.0	hr	48.9	NA	NA	NA	9.420000000000002	NA	NA	mg	NA
Devineni2015a	CAN50	9.0	CAN50_d1	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN50_d1	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015a	CAN50	9.0	CAN50_d1	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN50_d1	48.0	hr	4.0	NA	NA	NA	1.955	NA	NA	mg	NA
Devineni2015a	CAN100	9.0	CAN100_d1	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN100_d1	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015a	CAN100	9.0	CAN100_d1	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN100_d1	48.0	hr	8.21	NA	NA	NA	1.8399999999999999	NA	NA	mg	NA
Devineni2015a	CAN300	9.0	CAN300_d1	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN300_d1	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015a	CAN300	9.0	CAN300_d1	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN300_d1	48.0	hr	26.099999999999998	NA	NA	NA	8.58	NA	NA	mg	NA
Devineni2015a	CAN50	9.0	CAN50_d9	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN50_d9	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015a	CAN50	9.0	CAN50_d9	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN50_d9	48.0	hr	0.315	NA	NA	NA	0.213	NA	NA	mg	NA
Devineni2015a	CAN100	9.0	CAN100_d9	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN100_d9	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015a	CAN100	9.0	CAN100_d9	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN100_d9	48.0	hr	0.63	NA	NA	NA	0.426	NA	NA	mg	NA
Devineni2015a	CAN300	9.0	CAN300_d9	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN300_d9	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015a	CAN300	9.0	CAN300_d9	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN300_d9	48.0	hr	2.67	NA	NA	NA	1.0379999999999998	NA	NA	mg	NA
Devineni2015a	CAN50	9.0	CAN50_d9	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN50_d9	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015a	CAN50	9.0	CAN50_d9	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN50_d9	48.0	hr	9.65	NA	NA	NA	2.485	NA	NA	mg	NA
Devineni2015a	CAN100	9.0	CAN100_d9	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN100_d9	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015a	CAN100	9.0	CAN100_d9	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN100_d9	48.0	hr	20.6	NA	NA	NA	4.84	NA	NA	mg	NA
Devineni2015a	CAN300	9.0	CAN300_d9	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN300_d9	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015a	CAN300	9.0	CAN300_d9	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN300_d9	48.0	hr	64.80000000000001	NA	NA	NA	11.459999999999999	NA	NA	mg	NA
Devineni2015a	CAN50	9.0	CAN50_d9	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN50_d9	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015a	CAN50	9.0	CAN50_d9	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN50_d9	48.0	hr	5.1	NA	NA	NA	2.815	NA	NA	mg	NA
Devineni2015a	CAN100	9.0	CAN100_d9	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN100_d9	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015a	CAN100	9.0	CAN100_d9	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN100_d9	48.0	hr	9.7	NA	NA	NA	1.42	NA	NA	mg	NA
Devineni2015a	CAN300	9.0	CAN300_d9	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN300_d9	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015a	CAN300	9.0	CAN300_d9	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN300_d9	48.0	hr	34.5	NA	NA	NA	8.16	NA	NA	mg	NA
