study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Devineni2015a	CAN100	9.0	CAN100_d1	auc_end	canagliflozin	plasma	LC MS/MS	24.0	hr	5519.0	NA	NA	NA	565.0	NA	NA	ng/ml*hr	NA
Devineni2015a	CAN100	9.0	CAN100_d1	auc_inf	canagliflozin	plasma	LC MS/MS	NA	NA	6684.0	NA	NA	NA	906.0	NA	NA	ng/ml*hr	NA
Devineni2015a	CAN100	9.0	CAN100_d1	thalf	canagliflozin	plasma	LC MS/MS	NA	NA	11.7	NA	NA	NA	2.49	NA	NA	hr	NA
Devineni2015a	CAN100	9.0	CAN100_d1	oral-clearance	canagliflozin	plasma	LC MS/MS	NA	NA	15.2	NA	NA	NA	2.05	NA	NA	l/hr	NA
Devineni2015a	CAN100	9.0	CAN100_d1	vd	canagliflozin	plasma	LC MS/MS	NA	NA	254.0	NA	NA	NA	5.1	NA	NA	l	NA
Devineni2015a	CAN100	9.0	CAN100_d1	recovery	canagliflozin	urine	LC MS/MS	24.0	hr	0.36	NA	NA	NA	0.129	NA	NA	percent	NA
Devineni2015a	CAN100	9.0	CAN100_d1	clearance_renal	canagliflozin	plasma	LC MS/MS	NA	NA	0.056	NA	NA	NA	0.0208	NA	NA	l/hr	NA
Devineni2015a	CAN300	9.0	CAN300_d1	cmax	canagliflozin	plasma	LC MS/MS	NA	NA	2897.0	NA	NA	NA	652.0	NA	NA	ng/ml	NA
Devineni2015a	CAN300	9.0	CAN300_d1	tmax	canagliflozin	plasma	LC MS/MS	NA	NA	NA	1.0	1.0	1.5	NA	NA	NA	hr	NA
Devineni2015a	CAN300	9.0	CAN300_d1	auc_end	canagliflozin	plasma	LC MS/MS	24.0	hr	17149.0	NA	NA	NA	3325.0	NA	NA	ng/ml*hr	NA
Devineni2015a	CAN300	9.0	CAN300_d1	auc_inf	canagliflozin	plasma	LC MS/MS	NA	NA	20732.0	NA	NA	NA	4197.0	NA	NA	ng/ml*hr	NA
Devineni2015a	CAN300	9.0	CAN300_d1	thalf	canagliflozin	plasma	LC MS/MS	NA	NA	11.5	NA	NA	NA	1.16	NA	NA	hr	NA
Devineni2015a	CAN300	9.0	CAN300_d1	oral-clearance	canagliflozin	plasma	LC MS/MS	NA	NA	14.9	NA	NA	NA	2.71	NA	NA	l/hr	NA
Devineni2015a	CAN300	9.0	CAN300_d1	vd	canagliflozin	plasma	LC MS/MS	NA	NA	250.0	NA	NA	NA	59.2	NA	NA	l	NA
Devineni2015a	CAN300	9.0	CAN300_d1	recovery	canagliflozin	urine	LC MS/MS	24.0	hr	0.41	NA	NA	NA	0.118	NA	NA	percent	NA
Devineni2015a	CAN300	9.0	CAN300_d1	clearance_renal	canagliflozin	plasma	LC MS/MS	NA	NA	0.062	NA	NA	NA	0.0114	NA	NA	l/hr	NA
Devineni2015a	CAN50	9.0	CAN50_d1	cmax	M7	plasma	LC MS/MS	NA	NA	345.0	NA	NA	NA	84.7	NA	NA	ng/ml	NA
Devineni2015a	CAN50	9.0	CAN50_d1	tmax	M7	plasma	LC MS/MS	NA	NA	NA	2.0	1.45	3.03	NA	NA	NA	hr	NA
Devineni2015a	CAN50	9.0	CAN50_d1	auc_end	M7	plasma	LC MS/MS	24.0	hr	2214.0	NA	NA	NA	641.0	NA	NA	ng/ml*hr	NA
Devineni2015a	CAN50	9.0	CAN50_d1	auc_inf	M7	plasma	LC MS/MS	NA	NA	2376.0	NA	NA	NA	769.0	NA	NA	ng/ml*hr	NA
Devineni2015a	CAN50	9.0	CAN50_d1	thalf	M7	plasma	LC MS/MS	NA	NA	8.9	NA	NA	NA	2.82	NA	NA	hr	NA
Devineni2015a	CAN50	9.0	CAN50_d1	oral-clearance	M7	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l/hr	NA
Devineni2015a	CAN50	9.0	CAN50_d1	vd	M7	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l	NA
Devineni2015a	CAN50	9.0	CAN50_d1	recovery	M7	urine	LC MS/MS	24.0	hr	15.9	NA	NA	NA	3.5	NA	NA	percent	NA
Devineni2015a	CAN50	9.0	CAN50_d1	clearance_renal	M7	plasma	LC MS/MS	NA	NA	4.6	NA	NA	NA	5.1	NA	NA	l/hr	NA
Devineni2015a	CAN100	9.0	CAN100_d1	cmax	M7	plasma	LC MS/MS	NA	NA	655.0	NA	NA	NA	300.0	NA	NA	ng/ml	NA
Devineni2015a	CAN100	9.0	CAN100_d1	tmax	M7	plasma	LC MS/MS	NA	NA	NA	2.0	1.5	6.0	NA	NA	NA	hr	NA
Devineni2015a	CAN100	9.0	CAN100_d1	auc_end	M7	plasma	LC MS/MS	24.0	hr	4327.0	NA	NA	NA	1465.0	NA	NA	ng/ml*hr	NA
Devineni2015a	CAN100	9.0	CAN100_d1	auc_inf	M7	plasma	LC MS/MS	NA	NA	5221.0	NA	NA	NA	1738.0	NA	NA	ng/ml*hr	NA
Devineni2015a	CAN100	9.0	CAN100_d1	thalf	M7	plasma	LC MS/MS	NA	NA	11.7	NA	NA	NA	2.08	NA	NA	hr	NA
Devineni2015a	CAN100	9.0	CAN100_d1	oral-clearance	M7	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l/hr	NA
Devineni2015a	CAN100	9.0	CAN100_d1	vd	M7	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l	NA
Devineni2015a	CAN100	9.0	CAN100_d1	recovery	M7	urine	LC MS/MS	24.0	hr	17.6	NA	NA	NA	2.72	NA	NA	percent	NA
Devineni2015a	CAN100	9.0	CAN100_d1	clearance_renal	M7	plasma	LC MS/MS	NA	NA	5.1	NA	NA	NA	1.3	NA	NA	l/hr	NA
Devineni2015a	CAN300	9.0	CAN300_d1	cmax	M7	plasma	LC MS/MS	NA	NA	1830.0	NA	NA	NA	586.0	NA	NA	ng/ml	NA
Devineni2015a	CAN300	9.0	CAN300_d1	tmax	M7	plasma	LC MS/MS	NA	NA	NA	2.0	1.5	3.0	NA	NA	NA	hr	NA
Devineni2015a	CAN300	9.0	CAN300_d1	auc_end	M7	plasma	LC MS/MS	24.0	hr	14216.0	NA	NA	NA	5595.0	NA	NA	ng/ml*hr	NA
Devineni2015a	CAN300	9.0	CAN300_d1	auc_inf	M7	plasma	LC MS/MS	NA	NA	17743.0	NA	NA	NA	7052.0	NA	NA	ng/ml*hr	NA
Devineni2015a	CAN300	9.0	CAN300_d1	thalf	M7	plasma	LC MS/MS	NA	NA	11.9	NA	NA	NA	1.29	NA	NA	hr	NA
Devineni2015a	CAN300	9.0	CAN300_d1	oral-clearance	M7	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l/hr	NA
Devineni2015a	CAN300	9.0	CAN300_d1	vd	M7	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l	NA
Devineni2015a	CAN300	9.0	CAN300_d1	recovery	M7	urine	LC MS/MS	24.0	hr	16.3	NA	NA	NA	3.14	NA	NA	percent	NA
Devineni2015a	CAN300	9.0	CAN300_d1	clearance_renal	M7	plasma	LC MS/MS	NA	NA	4.5	NA	NA	NA	1.51	NA	NA	l/hr	NA
Devineni2015a	CAN50	9.0	CAN50_d1	cmax	M5	plasma	LC MS/MS	NA	NA	217.0	NA	NA	NA	94.5	NA	NA	ng/ml	NA
Devineni2015a	CAN50	9.0	CAN50_d1	tmax	M5	plasma	LC MS/MS	NA	NA	NA	2.0	1.45	5.02	NA	NA	NA	hr	NA
Devineni2015a	CAN50	9.0	CAN50_d1	auc_end	M5	plasma	LC MS/MS	24.0	hr	1772.0	NA	NA	NA	972.0	NA	NA	ng/ml*hr	NA
Devineni2015a	CAN50	9.0	CAN50_d1	auc_inf	M5	plasma	LC MS/MS	NA	NA	2235.0	NA	NA	NA	1320.0	NA	NA	ng/ml*hr	NA
Devineni2015a	CAN50	9.0	CAN50_d1	thalf	M5	plasma	LC MS/MS	NA	NA	10.0	NA	NA	NA	2.28	NA	NA	hr	NA
Devineni2015a	CAN50	9.0	CAN50_d1	oral-clearance	M5	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l/hr	NA
Devineni2015a	CAN50	9.0	CAN50_d1	vd	M5	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l	NA
Devineni2015a	CAN50	9.0	CAN50_d1	recovery	M5	urine	LC MS/MS	24.0	hr	8.0	NA	NA	NA	3.91	NA	NA	percent	NA
Devineni2015a	CAN50	9.0	CAN50_d1	clearance_renal	M5	plasma	LC MS/MS	NA	NA	2.8	NA	NA	NA	0.71	NA	NA	l/hr	NA
Devineni2015a	CAN100	9.0	CAN100_d1	cmax	M5	plasma	LC MS/MS	NA	NA	405.0	NA	NA	NA	95.3	NA	NA	ng/ml	NA
Devineni2015a	CAN100	9.0	CAN100_d1	tmax	M5	plasma	LC MS/MS	NA	NA	NA	2.0	1.5	5.0	NA	NA	NA	hr	NA
Devineni2015a	CAN100	9.0	CAN100_d1	auc_end	M5	plasma	LC MS/MS	24.0	hr	3412.0	NA	NA	NA	944.0	NA	NA	ng/ml*hr	NA
Devineni2015a	CAN100	9.0	CAN100_d1	auc_inf	M5	plasma	LC MS/MS	NA	NA	4464.0	NA	NA	NA	1518.0	NA	NA	ng/ml*hr	NA
Devineni2015a	CAN100	9.0	CAN100_d1	thalf	M5	plasma	LC MS/MS	NA	NA	12.3	NA	NA	NA	2.92	NA	NA	hr	NA
Devineni2015a	CAN100	9.0	CAN100_d1	oral-clearance	M5	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l/hr	NA
Devineni2015a	CAN100	9.0	CAN100_d1	vd	M5	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l	NA
Devineni2015a	CAN100	9.0	CAN100_d1	recovery	M5	urine	LC MS/MS	24.0	hr	8.21	NA	NA	NA	1.84	NA	NA	percent	NA
Devineni2015a	CAN100	9.0	CAN100_d1	clearance_renal	M5	plasma	LC MS/MS	NA	NA	2.8	NA	NA	NA	0.57	NA	NA	l/hr	NA
Devineni2015a	CAN300	9.0	CAN300_d1	cmax	M5	plasma	LC MS/MS	NA	NA	1177.0	NA	NA	NA	488.0	NA	NA	ng/ml	NA
Devineni2015a	CAN300	9.0	CAN300_d1	tmax	M5	plasma	LC MS/MS	NA	NA	NA	2.0	1.5	4.0	NA	NA	NA	hr	NA
Devineni2015a	CAN300	9.0	CAN300_d1	auc_end	M5	plasma	LC MS/MS	24.0	hr	10948.0	NA	NA	NA	4608.0	NA	NA	ng/ml*hr	NA
Devineni2015a	CAN300	9.0	CAN300_d1	auc_inf	M5	plasma	LC MS/MS	NA	NA	14307.0	NA	NA	NA	5829.0	NA	NA	ng/ml*hr	NA
Devineni2015a	CAN300	9.0	CAN300_d1	thalf	M5	plasma	LC MS/MS	NA	NA	12.0	NA	NA	NA	1.66	NA	NA	hr	NA
Devineni2015a	CAN300	9.0	CAN300_d1	oral-clearance	M5	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l/hr	NA
Devineni2015a	CAN300	9.0	CAN300_d1	vd	M5	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l	NA
Devineni2015a	CAN300	9.0	CAN300_d1	recovery	M5	urine	LC MS/MS	24.0	hr	8.7	NA	NA	NA	2.86	NA	NA	percent	NA
Devineni2015a	CAN300	9.0	CAN300_d1	clearance_renal	M5	plasma	LC MS/MS	NA	NA	2.8	NA	NA	NA	0.79	NA	NA	l/hr	NA
Devineni2015a	CAN50	9.0	CAN50_d9	cmax	canagliflozin	plasma	LC MS/MS	NA	NA	494.0	NA	NA	NA	164.0	NA	NA	ng/ml	NA
Devineni2015a	CAN50	9.0	CAN50_d9	tmax	canagliflozin	plasma	LC MS/MS	NA	NA	NA	1.0	0.5	2.02	NA	NA	NA	hr	NA
Devineni2015a	CAN50	9.0	CAN50_d9	auc_end	canagliflozin	plasma	LC MS/MS	24.0	hr	2801.0	NA	NA	NA	1527.0	NA	NA	ng/ml*hr	NA
Devineni2015a	CAN50	9.0	CAN50_d9	thalf	canagliflozin	plasma	LC MS/MS	NA	NA	14.0	NA	NA	NA	4.62	NA	NA	hr	NA
Devineni2015a	CAN50	9.0	CAN50_d9	oral-clearance	canagliflozin	plasma	LC MS/MS	NA	NA	20.6	NA	NA	NA	6.16	NA	NA	l/hr	NA
Devineni2015a	CAN50	9.0	CAN50_d9	vd	canagliflozin	plasma	LC MS/MS	NA	NA	402.0	NA	NA	NA	149.0	NA	NA	l	NA
Devineni2015a	CAN50	9.0	CAN50_d9	recovery	canagliflozin	urine	LC MS/MS	24.0	hr	0.63	NA	NA	NA	0.426	NA	NA	percent	NA
Devineni2015a	CAN50	9.0	CAN50_d9	clearance_renal	canagliflozin	plasma	LC MS/MS	NA	NA	0.11	NA	NA	NA	0.0666	NA	NA	l/hr	NA
Devineni2015a	CAN100	9.0	CAN100_d9	cmax	canagliflozin	plasma	LC MS/MS	NA	NA	1118.0	NA	NA	NA	143.0	NA	NA	ng/ml	NA
Devineni2015a	CAN100	9.0	CAN100_d9	tmax	canagliflozin	plasma	LC MS/MS	NA	NA	NA	1.0	1.0	1.5	NA	NA	NA	hr	NA
Devineni2015a	CAN100	9.0	CAN100_d9	auc_end	canagliflozin	plasma	LC MS/MS	24.0	hr	6056.0	NA	NA	NA	959.0	NA	NA	ng/ml*hr	NA
Devineni2015a	CAN100	9.0	CAN100_d9	thalf	canagliflozin	plasma	LC MS/MS	NA	NA	13.3	NA	NA	NA	4.79	NA	NA	hr	NA
Devineni2015a	CAN100	9.0	CAN100_d9	oral-clearance	canagliflozin	plasma	LC MS/MS	NA	NA	20.6	NA	NA	NA	6.16	NA	NA	l/hr	NA
Devineni2015a	CAN100	9.0	CAN100_d9	vd	canagliflozin	plasma	LC MS/MS	NA	NA	304.0	NA	NA	NA	79.7	NA	NA	l	NA
Devineni2015a	CAN100	9.0	CAN100_d9	recovery	canagliflozin	urine	LC MS/MS	24.0	hr	0.63	NA	NA	NA	0.426	NA	NA	percent	NA
Devineni2015a	CAN100	9.0	CAN100_d9	clearance_renal	canagliflozin	plasma	LC MS/MS	NA	NA	0.111	NA	NA	NA	0.0359	NA	NA	l/hr	NA
Devineni2015a	CAN300	9.0	CAN300_d9	cmax	canagliflozin	plasma	LC MS/MS	NA	NA	3379.0	NA	NA	NA	728.0	NA	NA	ng/ml	NA
Devineni2015a	CAN300	9.0	CAN300_d9	tmax	canagliflozin	plasma	LC MS/MS	NA	NA	NA	1.0	1.0	1.5	NA	NA	NA	hr	NA
Devineni2015a	CAN300	9.0	CAN300_d9	auc_end	canagliflozin	plasma	LC MS/MS	24.0	hr	19252.0	NA	NA	NA	5348.0	NA	NA	ng/ml*hr	NA
Devineni2015a	CAN300	9.0	CAN300_d9	thalf	canagliflozin	plasma	LC MS/MS	NA	NA	13.5	NA	NA	NA	3.22	NA	NA	hr	NA
Devineni2015a	CAN300	9.0	CAN300_d9	oral-clearance	canagliflozin	plasma	LC MS/MS	NA	NA	16.4	NA	NA	NA	3.6	NA	NA	l/hr	NA
Devineni2015a	CAN300	9.0	CAN300_d9	vd	canagliflozin	plasma	LC MS/MS	NA	NA	319.0	NA	NA	NA	104.0	NA	NA	l	NA
Devineni2015a	CAN300	9.0	CAN300_d9	recovery	canagliflozin	urine	LC MS/MS	24.0	hr	0.89	NA	NA	NA	0.346	NA	NA	percent	NA
Devineni2015a	CAN300	9.0	CAN300_d9	clearance_renal	canagliflozin	plasma	LC MS/MS	NA	NA	0.11	NA	NA	NA	0.0267	NA	NA	l/hr	NA
Devineni2015a	CAN50	9.0	CAN50_d9	cmax	M7	plasma	LC MS/MS	NA	NA	364.0	NA	NA	NA	101.0	NA	NA	ng/ml	NA
Devineni2015a	CAN50	9.0	CAN50_d9	tmax	M7	plasma	LC MS/MS	NA	NA	NA	1.5	1.5	3.0	NA	NA	NA	hr	NA
Devineni2015a	CAN50	9.0	CAN50_d9	auc_end	M7	plasma	LC MS/MS	24.0	hr	2335.0	NA	NA	NA	682.0	NA	NA	ng/ml*hr	NA
Devineni2015a	CAN50	9.0	CAN50_d9	thalf	M7	plasma	LC MS/MS	NA	NA	13.7	NA	NA	NA	5.11	NA	NA	hr	NA
Devineni2015a	CAN50	9.0	CAN50_d9	oral-clearance	M7	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l/hr	NA
Devineni2015a	CAN50	9.0	CAN50_d9	vd	M7	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l	NA
Devineni2015a	CAN50	9.0	CAN50_d9	recovery	M7	urine	LC MS/MS	24.0	hr	19.3	NA	NA	NA	4.97	NA	NA	percent	NA
Devineni2015a	CAN50	9.0	CAN50_d9	clearance_renal	M7	plasma	LC MS/MS	NA	NA	5.4	NA	NA	NA	1.68	NA	NA	l/hr	NA
Devineni2015a	CAN100	9.0	CAN100_d9	cmax	M7	plasma	LC MS/MS	NA	NA	641.0	NA	NA	NA	211.0	NA	NA	ng/ml	NA
Devineni2015a	CAN100	9.0	CAN100_d9	tmax	M7	plasma	LC MS/MS	NA	NA	NA	1.5	1.48	2.0	NA	NA	NA	hr	NA
Devineni2015a	CAN100	9.0	CAN100_d9	auc_end	M7	plasma	LC MS/MS	24.0	hr	4507.0	NA	NA	NA	1354.0	NA	NA	ng/ml*hr	NA
Devineni2015a	CAN100	9.0	CAN100_d9	thalf	M7	plasma	LC MS/MS	NA	NA	13.6	NA	NA	NA	4.93	NA	NA	hr	NA
Devineni2015a	CAN100	9.0	CAN100_d9	oral-clearance	M7	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l/hr	NA
Devineni2015a	CAN100	9.0	CAN100_d9	vd	M7	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l	NA
Devineni2015a	CAN100	9.0	CAN100_d9	recovery	M7	urine	LC MS/MS	24.0	hr	20.6	NA	NA	NA	4.84	NA	NA	percent	NA
Devineni2015a	CAN100	9.0	CAN100_d9	clearance_renal	M7	plasma	LC MS/MS	NA	NA	6.3	NA	NA	NA	2.63	NA	NA	l/hr	NA
Devineni2015a	CAN300	9.0	CAN300_d9	cmax	M7	plasma	LC MS/MS	NA	NA	2277.0	NA	NA	NA	762.0	NA	NA	ng/ml	NA
Devineni2015a	CAN300	9.0	CAN300_d9	tmax	M7	plasma	LC MS/MS	NA	NA	NA	2.0	1.5	2.0	NA	NA	NA	hr	NA
Devineni2015a	CAN300	9.0	CAN300_d9	auc_end	M7	plasma	LC MS/MS	24.0	hr	16066.0	NA	NA	NA	6832.0	NA	NA	ng/ml*hr	NA
Devineni2015a	CAN300	9.0	CAN300_d9	thalf	M7	plasma	LC MS/MS	NA	NA	14.4	NA	NA	NA	4.22	NA	NA	hr	NA
Devineni2015a	CAN300	9.0	CAN300_d9	oral-clearance	M7	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l/hr	NA
Devineni2015a	CAN300	9.0	CAN300_d9	vd	M7	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l	NA
Devineni2015a	CAN300	9.0	CAN300_d9	recovery	M7	urine	LC MS/MS	24.0	hr	21.6	NA	NA	NA	3.82	NA	NA	percent	NA
Devineni2015a	CAN300	9.0	CAN300_d9	clearance_renal	M7	plasma	LC MS/MS	NA	NA	5.5	NA	NA	NA	1.64	NA	NA	l/hr	NA
Devineni2015a	CAN50	9.0	CAN50_d9	cmax	M5	plasma	LC MS/MS	NA	NA	227.0	NA	NA	NA	110.0	NA	NA	ng/ml	NA
Devineni2015a	CAN50	9.0	CAN50_d9	tmax	M5	plasma	LC MS/MS	NA	NA	NA	2.0	1.5	4.0	NA	NA	NA	hr	NA
Devineni2015a	CAN50	9.0	CAN50_d9	auc_end	M5	plasma	LC MS/MS	24.0	hr	1860.0	NA	NA	NA	1028.0	NA	NA	ng/ml*hr	NA
Devineni2015a	CAN50	9.0	CAN50_d9	thalf	M5	plasma	LC MS/MS	NA	NA	13.0	NA	NA	NA	4.5	NA	NA	hr	NA
Devineni2015a	CAN50	9.0	CAN50_d9	oral-clearance	M7	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l/hr	NA
Devineni2015a	CAN50	9.0	CAN50_d9	vd	M5	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l	NA
Devineni2015a	CAN50	9.0	CAN50_d9	recovery	M5	urine	LC MS/MS	24.0	hr	10.2	NA	NA	NA	5.63	NA	NA	percent	NA
Devineni2015a	CAN50	9.0	CAN50_d9	clearance_renal	M5	plasma	LC MS/MS	NA	NA	3.5	NA	NA	NA	1.04	NA	NA	l/hr	NA
Devineni2015a	CAN100	9.0	CAN100_d9	cmax	M5	plasma	LC MS/MS	NA	NA	385.0	NA	NA	NA	77.7	NA	NA	ng/ml	NA
Devineni2015a	CAN100	9.0	CAN100_d9	tmax	M5	plasma	LC MS/MS	NA	NA	NA	2.0	1.48	4.0	NA	NA	NA	hr	NA
Devineni2015a	CAN100	9.0	CAN100_d9	auc_end	M5	plasma	LC MS/MS	24.0	hr	3512.0	NA	NA	NA	1089.0	NA	NA	ng/ml*hr	NA
Devineni2015a	CAN100	9.0	CAN100_d9	thalf	M5	plasma	LC MS/MS	NA	NA	14.2	NA	NA	NA	5.45	NA	NA	hr	NA
Devineni2015a	CAN100	9.0	CAN100_d9	oral-clearance	M7	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l/hr	NA
Devineni2015a	CAN100	9.0	CAN100_d9	vd	M5	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l	NA
Devineni2015a	CAN100	9.0	CAN100_d9	recovery	M5	urine	LC MS/MS	24.0	hr	9.7	NA	NA	NA	1.42	NA	NA	percent	NA
Devineni2015a	CAN100	9.0	CAN100_d9	clearance_renal	M5	plasma	LC MS/MS	NA	NA	3.7	NA	NA	NA	1.12	NA	NA	l/hr	NA
Devineni2015a	CAN300	9.0	CAN300_d9	cmax	M5	plasma	LC MS/MS	NA	NA	1342.0	NA	NA	NA	443.0	NA	NA	ng/ml	NA
Devineni2015a	CAN300	9.0	CAN300_d9	tmax	M5	plasma	LC MS/MS	NA	NA	NA	2.0	1.5	4.0	NA	NA	NA	hr	NA
Devineni2015a	CAN300	9.0	CAN300_d9	auc_end	M5	plasma	LC MS/MS	24.0	hr	11792.0	NA	NA	NA	4332.0	NA	NA	ng/ml*hr	NA
Devineni2015a	CAN300	9.0	CAN300_d9	thalf	M5	plasma	LC MS/MS	NA	NA	14.3	NA	NA	NA	4.18	NA	NA	hr	NA
Devineni2015a	CAN300	9.0	CAN300_d9	oral-clearance	M7	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l/hr	NA
Devineni2015a	CAN300	9.0	CAN300_d9	vd	M5	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l	NA
Devineni2015a	CAN300	9.0	CAN300_d9	recovery	M5	urine	LC MS/MS	24.0	hr	11.5	NA	NA	NA	2.72	NA	NA	percent	NA
Devineni2015a	CAN300	9.0	CAN300_d9	clearance_renal	M5	plasma	LC MS/MS	NA	NA	3.71	NA	NA	NA	0.844	NA	NA	l/hr	NA
