study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Devineni2015a	CAN50_d1	0	NA	hr	oral	single dose	dosing	tablet	canagliflozin	50.0	mg	NA
Devineni2015a	CAN100_d1	0	NA	hr	oral	single dose	dosing	tablet	canagliflozin	100.0	mg	NA
Devineni2015a	CAN300_d1	0	NA	hr	oral	single dose	dosing	tablet	canagliflozin	300.0	mg	NA
Devineni2015a	CAN50_d9	S-9T1R9	NA	day	oral	multiple dose	dosing	tablet	canagliflozin	50.0	mg	NA
Devineni2015a	CAN100_d9	S-9T1R9	NA	day	oral	multiple dose	dosing	tablet	canagliflozin	100.0	mg	NA
Devineni2015a	CAN300_d9	S-9T1R9	NA	day	oral	multiple dose	dosing	tablet	canagliflozin	300.0	mg	NA
