study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Devineni2015a	all	27.0	NA	species	27.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015a	all	27.0	NA	healthy	27.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015a	all	27.0	NA	sex	18.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015a	all	27.0	NA	sex	9.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015a	all	27.0	NA	age	27.0	NA	NA	42.8	NA	8.58	NA	18.0	55.0	yr	NA
Devineni2015a	all	27.0	NA	bmi	27.0	NA	NA	24.8	NA	2.98	NA	18.0	30.0	kg/m^2	NA
Devineni2015a	all	27.0	NA	weight	27.0	NA	NA	74.4	NA	11.52	NA	50.0	NA	kg	NA
Devineni2015a	all	27.0	NA	pregnant	27.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015a	all	27.0	NA	breastfeeding	27.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015a	all	27.0	NA	smoking	27.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015a	all	27.0	NA	medication	27.0	NA	N	NA	NA	NA	NA	NA	NA	NA	Participants were not allowed to take any over-the-counter or prescription medications except paracetamol, oral contraceptives, and hormonal replacement therapy for ≤ 14 days to the study start and throughout the study.» (Devineni и др., 2015, p. 130)
Devineni2015a	all	27.0	NA	alcohol	27.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015a	CAN50	9.0	all	species	9.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015a	CAN100	9.0	all	species	9.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015a	CAN300	9.0	all	species	9.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
