study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Mohamed2019	all	24	CAN50, MET850	cmax	canagliflozin	plasma	LC MS/MS	NA	NA	383.13	NA	NA	NA	62.41	NA	NA	ng/ml	NA
Mohamed2019	all	24	CAN50, MET850	auc_end	canagliflozin	plasma	LC MS/MS	72.0	hr	3409.06	NA	NA	NA	208.5	NA	NA	ng/ml*hr	NA
Mohamed2019	all	24	CAN50, MET850	auc_inf	canagliflozin	plasma	LC MS/MS	NA	NA	3962.65	NA	NA	NA	223.77	NA	NA	ng/ml*hr	NA
Mohamed2019	all	24	CAN50, MET850	tmax	canagliflozin	plasma	LC MS/MS	NA	NA	4.0	NA	NA	NA	0.0	NA	NA	hr	NA
Mohamed2019	all	24	CAN50, MET850	thalf	canagliflozin	plasma	LC MS/MS	NA	NA	8.19	NA	NA	NA	0.06	NA	NA	hr	NA
Mohamed2019	all	24	CAN50, MET850	kel	canagliflozin	plasma	LC MS/MS	NA	NA	0.08	NA	NA	NA	0.01	NA	NA	1/hr	NA
