study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Devineni2015d	study 1	14.0	CAN300, RIF600	cumulative amount	M7	urine	LC MS/MS	M7_urine_CAN300_RIF600	0.0	hr	0.0				0.0				mole	mg
Devineni2015d	study 1	14.0	CAN300, RIF600	cumulative amount	M7	urine	LC MS/MS	M7_urine_CAN300_RIF600	24.0	hr	6.18756042539478e-05				1.3293586851434098e-05				mole	mg
