study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Devineni2015d	study 2	12.0	CAN300_2, PRO500	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_recovery_CAN300_2_PRO500	24.0	hr	0.01113565704875843				0.0030594936538002964				count*mole/kilogram	percent
