study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	mean_unit	value_unit
Devineni2015d		study 2	12.0	CAN300_2, PRO500	concentration	canagliflozin 	plasma	LC MS/MS	canagliflozin_CAN300_2_PRO500	0.0	hr		0.0010514934188498508	629.539000477417	0.00036473494642988354	0.0001052899097520785		mole/meter^3	ng/ml
Devineni2015d		study 2	12.0	CAN300_2, PRO500	concentration	canagliflozin 	plasma	LC MS/MS	canagliflozin_CAN300_2_PRO500	0.5	hr		0.0016107441944707933	1005.58141889484	0.0006514396066235156	0.00018805441612243536		mole/meter^3	ng/ml
Devineni2015d		study 2	12.0	CAN300_2, PRO500	concentration	canagliflozin 	plasma	LC MS/MS	canagliflozin_CAN300_2_PRO500	1.0	hr		0.003960690382355922	2701.52912507257	0.002116744333611867	0.0006110514554082131		mole/meter^3	ng/ml
Devineni2015d		study 2	12.0	CAN300_2, PRO500	concentration	canagliflozin 	plasma	LC MS/MS	canagliflozin_CAN300_2_PRO500	1.5	hr		0.005553193601470919	3500.48529060041	0.002321595024862345	0.0006701867562767854		mole/meter^3	ng/ml
Devineni2015d		study 2	12.0	CAN300_2, PRO500	concentration	canagliflozin 	plasma	LC MS/MS	canagliflozin_CAN300_2_PRO500	2.0	hr		0.005771532528939885	3494.62181252301	0.0020900654547705826	0.0006033499264678668		mole/meter^3	ng/ml
Devineni2015d		study 2	12.0	CAN300_2, PRO500	concentration	canagliflozin 	plasma	LC MS/MS	canagliflozin_CAN300_2_PRO500	3.0	hr		0.0054898794496279785	3270.9923036286	0.001868635399328869	0.0005394285754098932		mole/meter^3	ng/ml
Devineni2015d		study 2	12.0	CAN300_2, PRO500	concentration	canagliflozin 	plasma	LC MS/MS	canagliflozin_CAN300_2_PRO500	4.0	hr		0.004718381405923135	2598.10082349824	0.0011263781392431803	0.00032515736095067995		mole/meter^3	ng/ml
Devineni2015d		study 2	12.0	CAN300_2, PRO500	concentration	canagliflozin 	plasma	LC MS/MS	canagliflozin_CAN300_2_PRO500	6.0	hr		0.0033104314079985962	1776.48952147389	0.0006860086044955883	0.00019803362623596374		mole/meter^3	ng/ml
Devineni2015d		study 2	12.0	CAN300_2, PRO500	concentration	canagliflozin 	plasma	LC MS/MS	canagliflozin_CAN300_2_PRO500	8.0	hr		0.0026588658808628673	1452.32892123345	0.0006083334704197581	0.00017561074645195332		mole/meter^3	ng/ml
Devineni2015d		study 2	12.0	CAN300_2, PRO500	concentration	canagliflozin 	plasma	LC MS/MS	canagliflozin_CAN300_2_PRO500	10.0	hr		0.002248425535101595	1240.05503947014	0.0005412366146204405	0.00015624155257319656		mole/meter^3	ng/ml
Devineni2015d		study 2	12.0	CAN300_2, PRO500	concentration	canagliflozin 	plasma	LC MS/MS	canagliflozin_CAN300_2_PRO500	12.0	hr		0.0020082934924545667	1070.80377024538	0.0004006163160242355	0.00011564796894917427		mole/meter^3	ng/ml
Devineni2015d		study 2	12.0	CAN300_2, PRO500	concentration	canagliflozin 	plasma	LC MS/MS	canagliflozin_CAN300_2_PRO500	16.0	hr		0.0014950898866128775	855.674304365257	0.00042985871921468626	0.00012408952362605346		mole/meter^3	ng/ml
Devineni2015d		study 2	12.0	CAN300_2, PRO500	concentration	canagliflozin 	plasma	LC MS/MS	canagliflozin_CAN300_2_PRO500	24.0	hr		0.0011845069204954582	712.606096693927	0.00041859148427988746	0.00012083695306473902		mole/meter^3	ng/ml
