study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Chen2015	all	14.0	CAN300	clearance_renal	canagliflozin	plasma	LC MS/MS	NA	NA	0.0472	NA	NA	NA	0.01	NA	NA	l/hr	NA
Chen2015	all	14.0	CAN100	cmax	M7	plasma	LC MS/MS	NA	NA	745.0	NA	NA	NA	265.0	NA	NA	ng/ml	NA
Chen2015	all	14.0	CAN100	tmax	M7	plasma	LC MS/MS	NA	NA	NA	2.0	1.5	6.0	NA	NA	NA	hr	NA
Chen2015	all	14.0	CAN100	auc_inf	M7	plasma	LC MS/MS	72.0	hr	9050.0	NA	NA	NA	2502.0	NA	NA	ng/ml*hr	NA
Chen2015	all	14.0	CAN100	thalf	M7	plasma	LC MS/MS	NA	NA	15.1	NA	NA	NA	3.62	NA	NA	hr	NA
Chen2015	all	14.0	CAN100	recovery	M7	plasma	LC MS/MS	24.0	hr	17.5	NA	NA	NA	5.23	NA	NA	percent	NA
Chen2015	all	14.0	CAN100	oral-clearance	M7	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l/hr	NA
Chen2015	all	14.0	CAN100	clearance_renal	M7	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l/hr	NA
Chen2015	all	14.0	CAN300	cmax	M7	plasma	LC MS/MS	NA	NA	2155.0	NA	NA	NA	671.0	NA	NA	ng/ml	NA
Chen2015	all	14.0	CAN300	tmax	M7	plasma	LC MS/MS	NA	NA	NA	2.0	1.5	3.0	NA	NA	NA	hr	NA
Chen2015	all	14.0	CAN300	auc_inf	M7	plasma	LC MS/MS	NA	NA	26302.0	NA	NA	NA	6381.0	NA	NA	ng/ml*hr	NA
Chen2015	all	14.0	CAN300	thalf	M7	plasma	LC MS/MS	NA	NA	15.5	NA	NA	NA	4.25	NA	NA	hr	NA
Chen2015	all	14.0	CAN300	recovery	M7	plasma	LC MS/MS	24.0	hr	17.0	NA	NA	NA	3.39	NA	NA	percent	NA
Chen2015	all	14.0	CAN300	oral-clearance	M7	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l/hr	NA
Chen2015	all	14.0	CAN300	clearance_renal	M7	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l/hr	NA
Chen2015	all	14.0	CAN100	cmax	M5	plasma	LC MS/MS	NA	NA	517.0	NA	NA	NA	148.0	NA	NA	ng/ml	NA
Chen2015	all	14.0	CAN100	tmax	M5	plasma	LC MS/MS	NA	NA	NA	3.5	2.0	4.0	NA	NA	NA	hr	NA
Chen2015	all	14.0	CAN100	auc_inf	M5	plasma	LC MS/MS	NA	NA	8006.0	NA	NA	NA	2502.0	NA	NA	ng/ml*hr	NA
Chen2015	all	14.0	CAN100	thalf	M5	plasma	LC MS/MS	NA	NA	14.2	NA	NA	NA	3.21	NA	NA	hr	NA
Chen2015	all	14.0	CAN100	recovery	M5	plasma	LC MS/MS	24.0	hr	8.78	NA	NA	NA	2.94	NA	NA	percent	NA
Chen2015	all	14.0	CAN100	oral-clearance	M5	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l/hr	NA
Chen2015	all	14.0	CAN100	clearance_renal	M5	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l/hr	NA
Chen2015	all	14.0	CAN300	cmax	M5	plasma	LC MS/MS	NA	NA	1553.0	NA	NA	NA	474.0	NA	NA	ng/ml	NA
Chen2015	all	14.0	CAN300	tmax	M5	plasma	LC MS/MS	NA	NA	NA	3.0	1.5	4.0	NA	NA	NA	hr	NA
Chen2015	all	14.0	CAN300	auc_inf	M5	plasma	LC MS/MS	NA	NA	25269.0	NA	NA	NA	8859.0	NA	NA	ng/ml*hr	NA
Chen2015	all	14.0	CAN300	thalf	M5	plasma	LC MS/MS	NA	NA	15.2	NA	NA	NA	4.38	NA	NA	hr	NA
Chen2015	all	14.0	CAN300	recovery	M5	plasma	LC MS/MS	24.0	hr	8.83	NA	NA	NA	2.47	NA	NA	percent	NA
Chen2015	all	14.0	CAN300	oral-clearance	M5	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l/hr	NA
Chen2015	all	14.0	CAN300	clearance_renal	M5	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l/hr	NA
