study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Chen2015	all	14.0	CAN100	cmax	canagliflozin	plasma	LC MS/MS	NA	NA	1178.0	NA	NA	NA	291.0	NA	NA	ng/ml	NA
Chen2015	all	14.0	CAN100	tmax	canagliflozin	plasma	LC MS/MS	NA	NA	NA	1.0	1.0	3.0	NA	NA	NA	hr	NA
Chen2015	all	14.0	CAN100	auc_inf	canagliflozin	plasma	LC MS/MS	72.0	hr	10521.0	NA	NA	NA	1707.0	NA	NA	ng/ml*hr	NA
Chen2015	all	14.0	CAN100	thalf	canagliflozin	plasma	LC MS/MS	NA	NA	16.0	NA	NA	NA	4.13	NA	NA	hr	NA
Chen2015	all	14.0	CAN100	oral-clearance	canagliflozin	plasma	LC MS/MS	NA	NA	9.78	NA	NA	NA	1.84	NA	NA	l/hr	NA
Chen2015	all	14.0	CAN100	clearance_renal	canagliflozin	plasma	LC MS/MS	NA	NA	0.0514	NA	NA	NA	0.02	NA	NA	l/hr	NA
Chen2015	all	14.0	CAN300	cmax	canagliflozin	plasma	LC MS/MS	NA	NA	4113.0	NA	NA	NA	665.0	NA	NA	ng/ml	NA
Chen2015	all	14.0	CAN300	tmax	canagliflozin	plasma	LC MS/MS	NA	NA	NA	1.25	1.0	1.5	NA	NA	NA	hr	NA
Chen2015	all	14.0	CAN300	auc_inf	canagliflozin	plasma	LC MS/MS	72.0	hr	33583.0	NA	NA	NA	6100.0	NA	NA	ng/ml*hr	NA
Chen2015	all	14.0	CAN300	thalf	canagliflozin	plasma	LC MS/MS	NA	NA	16.2	NA	NA	NA	4.79	NA	NA	hr	NA
Chen2015	all	14.0	CAN300	recovery	canagliflozin	plasma	LC MS/MS	24.0	hr	0.481	NA	NA	NA	0.12	NA	NA	percent	NA
Chen2015	all	14.0	CAN300	oral-clearance	canagliflozin	plasma	LC MS/MS	NA	NA	9.26	NA	NA	NA	1.99	NA	NA	l/hr	NA
