study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Devineni2015b	all	9.0	14C_CAN10	cumulative amount	total canagliflozin	feces_urine	LC MS/MS	canagliflozin_14C_CAN10_cumulative_amount_feces_urine_total	24.0	hr	0.0				0.0			total	mole	mg
Devineni2015b	all	9.0	14C_CAN10	cumulative amount	total canagliflozin	feces_urine	LC MS/MS	canagliflozin_14C_CAN10_cumulative_amount_feces_urine_total	24.0	hr	1.543244593019855e-08				3.864860365609492e-09			total	mole	mg
