study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Devineni2015b	all	9.0	14C_CAN10	recovery	total canagliflozin	feces	LC MS/MS	canagliflozin_14C_CAN10_recovery_feces_total	0.0	hr	0.0							total	count*mole/kilogram	percent
Devineni2015b	all	9.0	14C_CAN10	recovery	total canagliflozin	feces	LC MS/MS	canagliflozin_14C_CAN10_recovery_feces_total	24.0	hr	0.7671230411366919				0.3261960145595904			total	count*mole/kilogram	percent
