study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Mamidi2014	intact mouse male	4.0	14C_CAN100	recovery	canagliflozin 	urine	LC MS/MS	48.0	hr	0.3	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact mouse male	4.0	14C_CAN100	recovery	M7	urine	LC MS/MS	48.0	hr	1.3	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact mouse male	4.0	14C_CAN100	recovery	M9	urine	LC MS/MS	48.0	hr	2.3	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact mouse male	4.0	14C_CAN100	recovery	total canagliflozin	urine	LC MS/MS	48.0	hr	5.1	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact mouse female	4.0	14C_CAN100	recovery	canagliflozin 	urine	LC MS/MS	48.0	hr	0.2	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact mouse female	4.0	14C_CAN100	recovery	M5	urine	LC MS/MS	48.0	hr	0.1	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact mouse female	4.0	14C_CAN100	recovery	M7	urine	LC MS/MS	48.0	hr	1.1	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact mouse female	4.0	14C_CAN100	recovery	M9	urine	LC MS/MS	48.0	hr	3.3	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact mouse female	4.0	14C_CAN100	recovery	total canagliflozin	urine	LC MS/MS	48.0	hr	6.2	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact rat male	4.0	14C_CAN3	recovery	canagliflozin 	urine	LC MS/MS	48.0	hr	0.2	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact rat male	4.0	14C_CAN3	recovery	M9	urine	LC MS/MS	48.0	hr	0.4	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact rat male	4.0	14C_CAN3	recovery	total canagliflozin	urine	LC MS/MS	48.0	hr	4.0	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact rat female	4.0	14C_CAN3	recovery	canagliflozin 	urine	LC MS/MS	48.0	hr	0.3	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact rat female	4.0	14C_CAN3	recovery	M9	urine	LC MS/MS	48.0	hr	0.6	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact rat female	4.0	14C_CAN3	recovery	total canagliflozin	urine	LC MS/MS	48.0	hr	5.3	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	dog	3.0	14C_CAN4	recovery	canagliflozin 	urine	LC MS/MS	48.0	hr	0.3	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	dog	3.0	14C_CAN4	recovery	M9	urine	LC MS/MS	48.0	hr	0.5	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	dog	3.0	14C_CAN4	recovery	total canagliflozin	urine	LC MS/MS	48.0	hr	2.0	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	human	6.0	14C_CAN188	recovery	M5	urine	LC MS/MS	48.0	hr	13.7	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	human	6.0	14C_CAN188	recovery	M7	urine	LC MS/MS	48.0	hr	18.2	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	human	6.0	14C_CAN188	recovery	total canagliflozin	urine	LC MS/MS	48.0	hr	31.9	NA	NA	NA	NA	NA	NA	percent 	NA
