study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Mamidi2014	human	6.0	14C_CAN188	recovery	canagliflozin	feces	LC MS/MS	canagliflozin_recovery_feces	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	human	6.0	14C_CAN188	recovery	canagliflozin	feces	LC MS/MS	canagliflozin_recovery_feces	48.0	hr	38.7	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	human	6.0	14C_CAN188	recovery	M7	feces	LC MS/MS	M7_recovery_feces	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	human	6.0	14C_CAN188	recovery	M7	feces	LC MS/MS	M7_recovery_feces	48.0	hr	2.3	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	human	6.0	14C_CAN188	recovery	M9	feces	LC MS/MS	M9_recovery_feces	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	human	6.0	14C_CAN188	recovery	M9	feces	LC MS/MS	M9_recovery_feces	48.0	hr	7.6	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	human	6.0	14C_CAN188	recovery	total canagliflozin	feces	LC MS/MS	canagliflozin_total_recovery_feces	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	human	6.0	14C_CAN188	recovery	total canagliflozin	feces	LC MS/MS	canagliflozin_total_recovery_feces	48.0	hr	48.6	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	human	6.0	14C_CAN188	cumulative amount	canagliflozin	feces	LC MS/MS	canagliflozin_cumulative amount_feces	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	mg	NA
Mamidi2014	human	6.0	14C_CAN188	cumulative amount	canagliflozin	feces	LC MS/MS	canagliflozin_cumulative amount_feces	48.0	hr	72.756	NA	NA	NA	NA	NA	NA	mg	NA
Mamidi2014	human	6.0	14C_CAN188	cumulative amount	M7	feces	LC MS/MS	M7_cumulative amount_feces	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	mg	NA
Mamidi2014	human	6.0	14C_CAN188	cumulative amount	M7	feces	LC MS/MS	M7_cumulative amount_feces	48.0	hr	4.324	NA	NA	NA	NA	NA	NA	mg	NA
Mamidi2014	human	6.0	14C_CAN188	cumulative amount	M9	feces	LC MS/MS	M9_cumulative amount_feces	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	mg	NA
Mamidi2014	human	6.0	14C_CAN188	cumulative amount	M9	feces	LC MS/MS	M9_cumulative amount_feces	48.0	hr	14.288	NA	NA	NA	NA	NA	NA	mg	NA
Mamidi2014	human	6.0	14C_CAN188	cumulative amount	total canagliflozin	feces	LC MS/MS	canagliflozin_total_cumulative amount_feces	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	mg	NA
Mamidi2014	human	6.0	14C_CAN188	cumulative amount	total canagliflozin	feces	LC MS/MS	canagliflozin_total_cumulative amount_feces	48.0	hr	91.368	NA	NA	NA	NA	NA	NA	mg	NA
