study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Mamidi2014	intact mouse male	4.0	14C_CAN100	recovery	total canagliflozin 	urine	LC MS/MS	96.0	hr	5.81	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact mouse male	4.0	14C_CAN100	recovery	total canagliflozin 	feces	LC MS/MS	96.0	hr	91.8	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact mouse male	4.0	14C_CAN100	recovery	total canagliflozin 	feces_urine	LC MS/MS	96.0	hr	97.8	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact mouse female	4.0	14C_CAN100	recovery	total canagliflozin 	urine	LC MS/MS	96.0	hr	6.46	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact mouse female	4.0	14C_CAN100	recovery	total canagliflozin 	feces	LC MS/MS	96.0	hr	91.7	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact mouse female	4.0	14C_CAN100	recovery	total canagliflozin 	feces_urine	LC MS/MS	96.0	hr	98.3	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	bdc mouse	5.0	14C_CAN100	recovery	total canagliflozin 	bile	LC MS/MS	96.0	hr	49.1	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact rat male	4.0	14C_CAN3	recovery	total canagliflozin 	urine	LC MS/MS	120.0	hr	4.0	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact rat male	4.0	14C_CAN3	recovery	total canagliflozin 	feces	LC MS/MS	120.0	hr	88.5	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact rat male	4.0	14C_CAN3	recovery	total canagliflozin 	feces_urine	LC MS/MS	120.0	hr	96.9	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact rat female	4.0	14C_CAN3	recovery	total canagliflozin 	urine	LC MS/MS	120.0	hr	5.14	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact rat female	4.0	14C_CAN3	recovery	total canagliflozin 	feces	LC MS/MS	120.0	hr	89.9	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact rat female	4.0	14C_CAN3	recovery	total canagliflozin 	feces_urine	LC MS/MS	120.0	hr	98.4	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	bdc rat	4.0	14C_CAN3	recovery	total canagliflozin 	urine	LC MS/MS	120.0	hr	3.71	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	bdc rat	4.0	14C_CAN3	recovery	total canagliflozin 	bile	LC MS/MS	120.0	hr	52.2	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	bdc rat	4.0	14C_CAN3	recovery	total canagliflozin 	feces	LC MS/MS	120.0	hr	22.4	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	bdc rat	4.0	14C_CAN3	recovery	total canagliflozin 	feces_urine_bile	LC MS/MS	120.0	hr	78.3	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	dog	3.0	14C_CAN4	recovery	total canagliflozin 	urine	LC MS/MS	144.0	hr	1.9	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	dog	3.0	14C_CAN4	recovery	total canagliflozin 	feces	LC MS/MS	144.0	hr	93.6	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	dog	3.0	14C_CAN4	recovery	total canagliflozin 	feces_urine	LC MS/MS	144.0	hr	99.1	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	human	6.0	14C_CAN4	recovery	total canagliflozin 	urine	LC MS/MS	168.0	hr	32.5	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	human	6.0	14C_CAN4	recovery	total canagliflozin 	feces	LC MS/MS	168.0	hr	60.4	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	human	6.0	14C_CAN4	recovery	total canagliflozin 	feces_urine	LC MS/MS	168.0	hr	92.9	NA	NA	NA	NA	NA	NA	percent 	NA
