study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Mamidi2014	all	34.0	NA	species	34.0	NA	NR	NA	NA	NA	NA	NA	NA	NA	NA
Mamidi2014	all	34.0	NA	healthy 	34.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Mamidi2014	all	34.0	NA	sex	34.0	NA	MF	NA	NA	NA	NA	NA	NA	NA	NA
Mamidi2014	intact mouse female	4.0	all	species	4.0	NA	mus musculus 	NA	NA	NA	NA	NA	NA	NA	NA
Mamidi2014	intact mouse female	4.0	all	age	4.0	NA	NA	5.0	NA	NA	NA	NA	NA	week	NA
Mamidi2014	intact mouse female	4.0	all	sex	4.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Mamidi2014	intact mouse male	4.0	all	species	4.0	NA	mus musculus 	NA	NA	NA	NA	NA	NA	NA	NA
Mamidi2014	intact mouse male	4.0	all	age	4.0	NA	NA	5.0	NA	NA	NA	NA	NA	week	NA
Mamidi2014	intact mouse male	4.0	all	sex	4.0	NA	M 	NA	NA	NA	NA	NA	NA	NA	NA
Mamidi2014	intact rat female	4.0	all	species	4.0	NA	rattus norvegicus	NA	NA	NA	NA	NA	NA	NA	NA
Mamidi2014	intact rat female	4.0	all	age	4.0	NA	NA	NA	NA	NA	NA	8.0	10.0	week	NA
Mamidi2014	intact rat female	4.0	all	sex	4.0	NA	F 	NA	NA	NA	NA	NA	NA	NA	NA
Mamidi2014	intact rat male	4.0	all	species	4.0	NA	rattus norvegicus	NA	NA	NA	NA	NA	NA	NA	NA
Mamidi2014	intact rat male	4.0	all	age	4.0	NA	NA	NA	NA	NA	NA	8.0	10.0	week	NA
Mamidi2014	intact rat male	4.0	all	sex	4.0	NA	M 	NA	NA	NA	NA	NA	NA	NA	NA
Mamidi2014	dog 	3.0	all	species	3.0	NA	mongrel dog	NA	NA	NA	NA	NA	NA	NA	NA
Mamidi2014	dog 	3.0	all	sex	3.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Mamidi2014	bdc mouse	5.0	all	species	5.0	NA	mus musculus 	NA	NA	NA	NA	NA	NA	NA	NA
Mamidi2014	bdc mouse	5.0	all	age	5.0	NA	NA	NA	NA	NA	NA	8.0	10.0	week	NA
Mamidi2014	bdc mouse	5.0	all	sex	5.0	NA	MF	NA	NA	NA	NA	NA	NA	NA	NA
Mamidi2014	bdc mouse	5.0	all	overnight fast	5.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Mamidi2014	bdc rat	4.0	all	species	4.0	NA	rattus norvegicus	NA	NA	NA	NA	NA	NA	NA	NA
Mamidi2014	bdc rat	4.0	all	age	4.0	NA	NA	NA	NA	NA	NA	9.0	11.0	week	NA
Mamidi2014	bdc rat	4.0	all	sex	4.0	NA	MF	NA	NA	NA	NA	NA	NA	NA	NA
Mamidi2014	human	6.0	all	species	6.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Mamidi2014	human	6.0	all	healthy 	6.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Mamidi2014	human	6.0	all	sex	6.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Mamidi2014	human	6.0	all	age	6.0	NA	NA	NA	NA	NA	NA	19.0	45.0	yr	NA
Mamidi2014	human	6.0	all	bmi	6.0	NA	NA	NA	NA	NA	NA	18.0	26.0	kg/m^2	NA
Mamidi2014	human	6.0	all	weight	6.0	NA	NA	NA	NA	NA	NA	62.0	87.0	kg 	NA
Mamidi2014	human	6.0	all	overnight fast	6.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
