study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Mamidi2014	intact mouse male	4.0	14C_CAN100	recovery	canagliflozin 	feces	LC MS/MS	48.0	hr	32.5	NA	NA	NA	NA	NA	NA	percent 	percentages do not sum up to dose
Mamidi2014	intact mouse male	4.0	14C_CAN100	recovery	M5	feces	LC MS/MS	48.0	hr	0.8	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact mouse male	4.0	14C_CAN100	recovery	M7	feces	LC MS/MS	48.0	hr	6.4	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact mouse male	4.0	14C_CAN100	recovery	M9	feces	LC MS/MS	48.0	hr	27.6	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact mouse male	4.0	14C_CAN100	recovery	total canagliflozin	feces	LC MS/MS	48.0	hr	85.4	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact mouse female	4.0	14C_CAN100	recovery	canagliflozin 	feces	LC MS/MS	48.0	hr	10.1	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact mouse female	4.0	14C_CAN100	recovery	M5	feces	LC MS/MS	48.0	hr	2.4	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact mouse female	4.0	14C_CAN100	recovery	M7	feces	LC MS/MS	48.0	hr	14.0	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact mouse female	4.0	14C_CAN100	recovery	M9	feces	LC MS/MS	48.0	hr	29.0	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact mouse female	4.0	14C_CAN100	recovery	total canagliflozin	feces	LC MS/MS	48.0	hr	85.8	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact rat male	4.0	14C_CAN3	recovery	canagliflozin 	feces	LC MS/MS	48.0	hr	3.5	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact rat male	4.0	14C_CAN3	recovery	M9	feces	LC MS/MS	48.0	hr	17.6	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact rat male	4.0	14C_CAN3	recovery	total canagliflozin	bile	LC MS/MS	48.0	hr	91.2	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact rat female	4.0	14C_CAN3	recovery	canagliflozin 	feces	LC MS/MS	48.0	hr	5.3	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact rat female	4.0	14C_CAN3	recovery	M9	feces	LC MS/MS	48.0	hr	2.1	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	intact rat female	4.0	14C_CAN3	recovery	total canagliflozin	feces	LC MS/MS	48.0	hr	93.5	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	dog	3.0	14C_CAN4	recovery	canagliflozin 	feces	LC MS/MS	72.0	hr	11.1	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	dog	3.0	14C_CAN4	recovery	M7	feces	LC MS/MS	72.0	hr	7.1	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	dog	3.0	14C_CAN4	recovery	M9	feces	LC MS/MS	72.0	hr	22.5	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	dog	3.0	14C_CAN4	recovery	total canagliflozin	feces	LC MS/MS	72.0	hr	93.7	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	human	6.0	14C_CAN188	recovery	canagliflozin 	feces	LC MS/MS	48.0	hr	38.7	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	human	6.0	14C_CAN188	recovery	M7	feces	LC MS/MS	48.0	hr	2.3	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	human	6.0	14C_CAN188	recovery	M9	feces	LC MS/MS	48.0	hr	7.6	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	human	6.0	14C_CAN188	recovery	total canagliflozin	feces	LC MS/MS	48.0	hr	48.6	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	bdc mouse	4.0	14C_CAN100	recovery	canagliflozin 	bile	LC MS/MS	48.0	hr	4.4	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	bdc mouse	4.0	14C_CAN100	recovery	M7	bile	LC MS/MS	48.0	hr	36.9	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	bdc mouse	4.0	14C_CAN100	recovery	total canagliflozin	bile	LC MS/MS	48.0	hr	48.2	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	bdc rat	4.0	14C_CAN3	recovery	canagliflozin 	bile	LC MS/MS	48.0	hr	2.17	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	bdc rat	4.0	14C_CAN3	recovery	M5	bile	LC MS/MS	48.0	hr	4.01	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	bdc rat	4.0	14C_CAN3	recovery	M7	bile	LC MS/MS	48.0	hr	12.26	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	bdc rat	4.0	14C_CAN3	recovery	total canagliflozin	bile	LC MS/MS	48.0	hr	47.37	NA	NA	NA	NA	NA	NA	percent 	NA
