study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Mamidi2014	human	6.0	14C_CAN4	recovery	total canagliflozin 	urine	LC MS/MS	total canagliflozin _recovery1_urine	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	human	6.0	14C_CAN4	recovery	total canagliflozin 	urine	LC MS/MS	total canagliflozin _recovery1_urine	168.0	hr	32.5	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	human	6.0	14C_CAN4	recovery	total canagliflozin 	feces	LC MS/MS	total canagliflozin _recovery1_feces	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	human	6.0	14C_CAN4	recovery	total canagliflozin 	feces	LC MS/MS	total canagliflozin _recovery1_feces	168.0	hr	60.4	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	human	6.0	14C_CAN4	recovery	total canagliflozin 	feces_urine	LC MS/MS	total canagliflozin _recovery1_feces_urine	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	human	6.0	14C_CAN4	recovery	total canagliflozin 	feces_urine	LC MS/MS	total canagliflozin _recovery1_feces_urine	168.0	hr	92.9	NA	NA	NA	NA	NA	NA	percent 	NA
Mamidi2014	human	6.0	14C_CAN4	cumulative amount	total canagliflozin 	urine	LC MS/MS	total canagliflozin _cumulative amount1_urine	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	mg	NA
Mamidi2014	human	6.0	14C_CAN4	cumulative amount	total canagliflozin 	urine	LC MS/MS	total canagliflozin _cumulative amount1_urine	168.0	hr	61.1	NA	NA	NA	NA	NA	NA	mg	NA
Mamidi2014	human	6.0	14C_CAN4	cumulative amount	total canagliflozin 	feces	LC MS/MS	total canagliflozin _cumulative amount1_feces	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	mg	NA
Mamidi2014	human	6.0	14C_CAN4	cumulative amount	total canagliflozin 	feces	LC MS/MS	total canagliflozin _cumulative amount1_feces	168.0	hr	113.55199999999999	NA	NA	NA	NA	NA	NA	mg	NA
Mamidi2014	human	6.0	14C_CAN4	cumulative amount	total canagliflozin 	feces_urine	LC MS/MS	total canagliflozin _cumulative amount1_feces_urine	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	mg	NA
Mamidi2014	human	6.0	14C_CAN4	cumulative amount	total canagliflozin 	feces_urine	LC MS/MS	total canagliflozin _cumulative amount1_feces_urine	168.0	hr	174.65200000000002	NA	NA	NA	NA	NA	NA	mg	NA
