study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Devineni2013	all	36.0	NA	species	36.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2013	all	36.0	NA	healthy	36.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2013	all	36.0	NA	sex	36.0	NA	MF	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2013	all	36.0	NA	age	36.0	NA	NA	NA	NA	NA	NA	25.0	65.0	yr	NA
Devineni2013	all	36.0	NA	bmi	36.0	NA	NA	NA	NA	NA	NA	18.0	39.9	kg/m^2	NA
Devineni2013	all	36.0	NA	weight	36.0	NA	NA	NA	NA	NA	NA	50.0	NA	kg	NA
Devineni2013	all	36.0	NA	gfr	36.0	NA	NA	NA	NA	NA	NA	70.0	NA	ml/min/(1.73*m^2)	NA
Devineni2013	all	36.0	NA	disease	36.0	NA	t2dm	NA	NA	NA	NA	NA	NA	NA	had a history of type 2 diabetes mellitus for at least 1 year, but not more than 12 years, at the time of screening
Devineni2013	all	36.0	NA	hba1c	36.0	NA	NA	NA	NA	NA	NA	6.5	10.0	percent	NA
Devineni2013	CAN0	9.0	all	ethnicity	9.0	NA	hispanic	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2013	CAN0	9.0	all	sex	5.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2013	CAN0	9.0	all	sex	4.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2013	CAN0	9.0	all	age	9.0	NA	NA	50.3	53.0	9.8	NA	33.0	63.0	yr	NA
Devineni2013	CAN0	9.0	all	weight	9.0	NA	NA	84.2	NA	15.1	NA	NA	NA	kg	NA
Devineni2013	CAN0	9.0	all	bmi	9.0	NA	NA	31.3	NA	4.8	NA	NA	NA	kg/m^2	NA
Devineni2013	CAN0	9.0	all	concentration	7.0	glucose	NA	NA	NA	NA	NA	NA	200.0	mg/dl	NA
Devineni2013	CAN0	9.0	all	concentration	2.0	glucose	NA	NA	NA	NA	NA	200.0	NA	mg/dl	NA
Devineni2013	CAN0	9.0	all	concentration	9.0	glucose	NA	182.0	NA	24.0	NA	NA	NA	mg/dl	NA
Devineni2013	CAN0	9.0	all	hba1c	9.0	NA	NA	7.8	NA	0.8	NA	NA	NA	percent	NA
Devineni2013	CAN0	9.0	all	cumulative amount 	9.0	NA	NA	9.8	NA	6.6	NA	NA	NA	g	NA
Devineni2013	CAN0	9.0	all	gfr	9.0	NA	NA	117.9	NA	25.2	NA	NA	NA	ml/min/(1.73*m^2)	NA
Devineni2013	CAN50	9.0	all	ethnicity	9.0	NA	hispanic	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2013	CAN50	9.0	all	sex	4.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2013	CAN50	9.0	all	sex	5.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
