study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Devineni2013	CAN50	9.0	CAN50_d1	thalf	M5	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	hr	NA
Devineni2013	CAN50	9.0	CAN50_d1	recovery	canagliflozin	urine	LC MS/MS	24.0	hr	6.99	NA	NA	NA	2.2	NA	NA	percent	NA
Devineni2013	CAN50	9.0	CAN50_d7	cmax	M5	plasma	LC MS/MS	NA	NA	324.0	NA	NA	NA	132.0	NA	NA	ng/ml	NA
Devineni2013	CAN50	9.0	CAN50_d7	tmax	M5	plasma	LC MS/MS	NA	NA	NA	4.0	1.5	6.0	NA	NA	NA	hr	NA
Devineni2013	CAN50	9.0	CAN50_d7	auc_end	M5	plasma	LC MS/MS	24.0	hr	3607.0	NA	NA	NA	2109.0	NA	NA	ng/ml*hr	NA
Devineni2013	CAN50	9.0	CAN50_d7	thalf	M5	plasma	LC MS/MS	NA	NA	14.8	NA	NA	NA	3.9	NA	NA	hr	NA
Devineni2013	CAN50	9.0	CAN50_d7	recovery	canagliflozin	urine	LC MS/MS	24.0	hr	10.1	NA	NA	NA	2.62	NA	NA	percent	NA
Devineni2013	CAN100	8.0	CAN100_d1	cmax	M5	plasma	LC MS/MS	NA	NA	503.0	NA	NA	NA	177.0	NA	NA	ng/ml	NA
Devineni2013	CAN100	8.0	CAN100_d1	tmax	M5	plasma	LC MS/MS	NA	NA	NA	4.5	2.0	5.0	NA	NA	NA	hr	NA
Devineni2013	CAN100	8.0	CAN100_d1	auc_end	M5	plasma	LC MS/MS	24.0	hr	4871.0	NA	NA	NA	1303.0	NA	NA	ng/ml*hr	NA
Devineni2013	CAN100	8.0	CAN100_d1	thalf	M5	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	hr	NA
Devineni2013	CAN100	8.0	CAN100_d1	recovery	canagliflozin	urine	LC MS/MS	24.0	hr	8.11	NA	NA	NA	1.61	NA	NA	percent	NA
Devineni2013	CAN100	8.0	CAN100_d7	cmax	M5	plasma	LC MS/MS	NA	NA	559.0	NA	NA	NA	191.0	NA	NA	ng/ml	NA
Devineni2013	CAN100	8.0	CAN100_d7	tmax	M5	plasma	LC MS/MS	NA	NA	NA	3.0	1.5	6.0	NA	NA	NA	hr	NA
Devineni2013	CAN100	8.0	CAN100_d7	auc_end	M5	plasma	LC MS/MS	24.0	hr	6003.0	NA	NA	NA	1943.0	NA	NA	ng/ml*hr	NA
Devineni2013	CAN100	8.0	CAN100_d7	thalf	M5	plasma	LC MS/MS	NA	NA	14.2	NA	NA	NA	2.6	NA	NA	hr	NA
Devineni2013	CAN100	8.0	CAN100_d7	recovery	canagliflozin	urine	LC MS/MS	24.0	hr	9.57	NA	NA	NA	2.38	NA	NA	percent	NA
Devineni2013	CAN300	10.0	CAN300_d1	cmax	M5	plasma	LC MS/MS	NA	NA	1472.0	NA	NA	NA	474.0	NA	NA	ng/ml	NA
Devineni2013	CAN300	10.0	CAN300_d1	tmax	M5	plasma	LC MS/MS	NA	NA	NA	4.5	1.5	8.0	NA	NA	NA	hr	NA
Devineni2013	CAN300	10.0	CAN300_d1	auc_end	M5	plasma	LC MS/MS	24.0	hr	15307.0	NA	NA	NA	4296.0	NA	NA	ng/ml*hr	NA
Devineni2013	CAN300	10.0	CAN300_d1	thalf	M5	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	hr	NA
Devineni2013	CAN300	10.0	CAN300_d1	recovery	canagliflozin	urine	LC MS/MS	24.0	hr	7.67	NA	NA	NA	1.56	NA	NA	percent	NA
Devineni2013	CAN300	10.0	CAN300_d7	cmax	M5	plasma	LC MS/MS	NA	NA	1900.0	NA	NA	NA	534.0	NA	NA	ng/ml	NA
Devineni2013	CAN300	10.0	CAN300_d7	tmax	M5	plasma	LC MS/MS	NA	NA	NA	2.0	1.0	4.0	NA	NA	NA	hr	NA
Devineni2013	CAN300	10.0	CAN300_d7	auc_end	M5	plasma	LC MS/MS	24.0	hr	21911.0	NA	NA	NA	7865.0	NA	NA	ng/ml*hr	NA
Devineni2013	CAN300	10.0	CAN300_d7	thalf	M5	plasma	LC MS/MS	NA	NA	13.8	NA	NA	NA	4.6	NA	NA	hr	NA
Devineni2013	CAN300	10.0	CAN300_d7	recovery	canagliflozin	urine	LC MS/MS	24.0	hr	10.49	NA	NA	NA	2.03	NA	NA	percent	NA
Devineni2013	CAN50	9.0	CAN50_d1	cmax	M7	plasma	LC MS/MS	NA	NA	547.0	NA	NA	NA	225.0	NA	NA	ng/ml	NA
Devineni2013	CAN50	9.0	CAN50_d1	tmax	M7	plasma	LC MS/MS	NA	NA	NA	3.0	3.0	4.0	NA	NA	NA	hr	NA
Devineni2013	CAN50	9.0	CAN50_d1	auc_end	M7	plasma	LC MS/MS	24.0	hr	4637.0	NA	NA	NA	3048.0	NA	NA	ng/ml*hr	NA
Devineni2013	CAN50	9.0	CAN50_d1	thalf	M7	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	hr	NA
Devineni2013	CAN50	9.0	CAN50_d1	recovery	canagliflozin	urine	LC MS/MS	24.0	hr	21.24	NA	NA	NA	4.39	NA	NA	percent	NA
Devineni2013	CAN50	9.0	CAN50_d7	cmax	M7	plasma	LC MS/MS	NA	NA	608.0	NA	NA	NA	305.0	NA	NA	ng/ml	NA
Devineni2013	CAN50	9.0	CAN50_d7	tmax	M7	plasma	LC MS/MS	NA	NA	NA	3.0	2.0	5.0	NA	NA	NA	hr	NA
Devineni2013	CAN50	9.0	CAN50_d7	auc_end	M7	plasma	LC MS/MS	24.0	hr	5765.0	NA	NA	NA	3989.0	NA	NA	ng/ml*hr	NA
Devineni2013	CAN50	9.0	CAN50_d7	thalf	M7	plasma	LC MS/MS	NA	NA	17.2	NA	NA	NA	5.0	NA	NA	hr	NA
Devineni2013	CAN50	9.0	CAN50_d7	recovery	canagliflozin	urine	LC MS/MS	24.0	hr	30.68	NA	NA	NA	6.97	NA	NA	percent	NA
Devineni2013	CAN100	8.0	CAN100_d1	cmax	M7	plasma	LC MS/MS	NA	NA	1126.0	NA	NA	NA	547.0	NA	NA	ng/ml	NA
Devineni2013	CAN100	8.0	CAN100_d1	tmax	M7	plasma	LC MS/MS	NA	NA	NA	3.0	2.0	6.0	NA	NA	NA	hr	NA
Devineni2013	CAN100	8.0	CAN100_d1	auc_end	M7	plasma	LC MS/MS	24.0	hr	8721.0	NA	NA	NA	4445.0	NA	NA	ng/ml*hr	NA
Devineni2013	CAN100	8.0	CAN100_d1	thalf	M7	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	hr	NA
Devineni2013	CAN100	8.0	CAN100_d1	recovery	canagliflozin	urine	LC MS/MS	24.0	hr	25.06	NA	NA	NA	6.4	NA	NA	percent	NA
Devineni2013	CAN100	8.0	CAN100_d7	cmax	M7	plasma	LC MS/MS	NA	NA	1276.0	NA	NA	NA	588.0	NA	NA	ng/ml	NA
Devineni2013	CAN100	8.0	CAN100_d7	tmax	M7	plasma	LC MS/MS	NA	NA	NA	2.5	2.0	5.0	NA	NA	NA	hr	NA
Devineni2013	CAN100	8.0	CAN100_d7	auc_end	M7	plasma	LC MS/MS	24.0	hr	10819.0	NA	NA	NA	5216.0	NA	NA	ng/ml*hr	NA
Devineni2013	CAN100	8.0	CAN100_d7	thalf	M7	plasma	LC MS/MS	NA	NA	17.2	NA	NA	NA	5.0	NA	NA	hr	NA
Devineni2013	CAN100	8.0	CAN100_d7	recovery	canagliflozin	urine	LC MS/MS	24.0	hr	31.88	NA	NA	NA	10.98	NA	NA	percent	NA
Devineni2013	CAN300	10.0	CAN300_d1	cmax	M7	plasma	LC MS/MS	NA	NA	2591.0	NA	NA	NA	631.0	NA	NA	ng/ml	NA
Devineni2013	CAN300	10.0	CAN300_d1	tmax	M7	plasma	LC MS/MS	NA	NA	NA	3.0	1.5	6.0	NA	NA	NA	hr	NA
Devineni2013	CAN300	10.0	CAN300_d1	auc_end	M7	plasma	LC MS/MS	24.0	hr	22036.0	NA	NA	NA	5941.0	NA	NA	ng/ml*hr	NA
Devineni2013	CAN300	10.0	CAN300_d1	thalf	M7	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	hr	NA
Devineni2013	CAN300	10.0	CAN300_d1	recovery	canagliflozin	urine	LC MS/MS	24.0	hr	20.85	NA	NA	NA	2.87	NA	NA	percent	NA
Devineni2013	CAN300	10.0	CAN300_d7	cmax	M7	plasma	LC MS/MS	NA	NA	3122.0	NA	NA	NA	631.0	NA	NA	ng/ml	NA
Devineni2013	CAN300	10.0	CAN300_d7	tmax	M7	plasma	LC MS/MS	NA	NA	NA	2.0	1.5	3.0	NA	NA	NA	hr	NA
Devineni2013	CAN300	10.0	CAN300_d7	auc_end	M7	plasma	LC MS/MS	24.0	hr	28110.0	NA	NA	NA	7655.0	NA	NA	ng/ml*hr	NA
Devineni2013	CAN300	10.0	CAN300_d7	thalf	M7	plasma	LC MS/MS	NA	NA	15.0	NA	NA	NA	4.7	NA	NA	hr	NA
Devineni2013	CAN300	10.0	CAN300_d7	recovery	canagliflozin	urine	LC MS/MS	24.0	hr	27.04	NA	NA	NA	4.09	NA	NA	percent	NA
