study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Devineni2013	CAN50	9.0	CAN50_d1	cmax	canagliflozin	plasma	LC MS/MS	NA	NA	426.0	NA	NA	NA	106.0	NA	NA	ng/ml	NA
Devineni2013	CAN50	9.0	CAN50_d1	tmax	canagliflozin	plasma	LC MS/MS	NA	NA	NA	2.0	1.0	4.0	NA	NA	NA	hr	NA
Devineni2013	CAN50	9.0	CAN50_d1	auc_end	canagliflozin	plasma	LC MS/MS	24.0	hr	3139.0	NA	NA	NA	935.0	NA	NA	ng/ml*hr	NA
Devineni2013	CAN50	9.0	CAN50_d1	thalf	canagliflozin	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	hr	NA
Devineni2013	CAN50	9.0	CAN50_d1	recovery	canagliflozin	urine	LC MS/MS	24.0	hr	0.46	NA	NA	NA	0.14	NA	NA	percent	NA
Devineni2013	CAN50	9.0	CAN50_d7	cmax	canagliflozin	plasma	LC MS/MS	NA	NA	536.0	NA	NA	NA	174.0	NA	NA	ng/ml	NA
Devineni2013	CAN50	9.0	CAN50_d7	tmax	canagliflozin	plasma	LC MS/MS	NA	NA	NA	2.0	1.0	5.0	NA	NA	NA	hr	NA
Devineni2013	CAN50	9.0	CAN50_d7	auc_end	canagliflozin	plasma	LC MS/MS	24.0	hr	4059.0	NA	NA	NA	1105.0	NA	NA	ng/ml*hr	NA
Devineni2013	CAN50	9.0	CAN50_d7	thalf	canagliflozin	plasma	LC MS/MS	NA	NA	16.3	NA	NA	NA	4.8	NA	NA	hr	NA
Devineni2013	CAN50	9.0	CAN50_d7	recovery	canagliflozin	urine	LC MS/MS	24.0	hr	0.83	NA	NA	NA	0.29	NA	NA	percent	NA
Devineni2013	CAN100	8.0	CAN100_d1	cmax	canagliflozin	plasma	LC MS/MS	NA	NA	1096.0	NA	NA	NA	444.0	NA	NA	ng/ml	NA
Devineni2013	CAN100	8.0	CAN100_d1	tmax	canagliflozin	plasma	LC MS/MS	NA	NA	NA	1.5	1.0	5.0	NA	NA	NA	hr	NA
Devineni2013	CAN100	8.0	CAN100_d1	auc_end	canagliflozin	plasma	LC MS/MS	24.0	hr	6357.0	NA	NA	NA	1431.0	NA	NA	ng/ml*hr	NA
Devineni2013	CAN100	8.0	CAN100_d1	thalf	canagliflozin	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	hr	NA
Devineni2013	CAN100	8.0	CAN100_d1	recovery	canagliflozin	urine	LC MS/MS	24.0	hr	0.55	NA	NA	NA	0.1	NA	NA	percent	NA
Devineni2013	CAN100	8.0	CAN100_d7	cmax	canagliflozin	plasma	LC MS/MS	NA	NA	1227.0	NA	NA	NA	481.0	NA	NA	ng/ml	NA
Devineni2013	CAN100	8.0	CAN100_d7	tmax	canagliflozin	plasma	LC MS/MS	NA	NA	NA	1.5	1.0	5.0	NA	NA	NA	hr	NA
Devineni2013	CAN100	8.0	CAN100_d7	auc_end	canagliflozin	plasma	LC MS/MS	24.0	hr	8225.0	NA	NA	NA	1947.0	NA	NA	ng/ml*hr	NA
Devineni2013	CAN100	8.0	CAN100_d7	thalf	canagliflozin	plasma	LC MS/MS	NA	NA	13.7	NA	NA	NA	2.1	NA	NA	hr	NA
Devineni2013	CAN100	8.0	CAN100_d7	recovery	canagliflozin	urine	LC MS/MS	24.0	hr	0.75	NA	NA	NA	0.23	NA	NA	percent	NA
Devineni2013	CAN300	10.0	CAN300_d1	cmax	canagliflozin	plasma	LC MS/MS	NA	NA	3480.0	NA	NA	NA	844.0	NA	NA	ng/ml	NA
Devineni2013	CAN300	10.0	CAN300_d1	tmax	canagliflozin	plasma	LC MS/MS	NA	NA	NA	1.5	1.0	6.0	NA	NA	NA	hr	NA
Devineni2013	CAN300	10.0	CAN300_d1	auc_end	canagliflozin	plasma	LC MS/MS	24.0	hr	22583.0	NA	NA	NA	7343.0	NA	NA	ng/ml*hr	NA
Devineni2013	CAN300	10.0	CAN300_d1	thalf	canagliflozin	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	hr	NA
Devineni2013	CAN300	10.0	CAN300_d1	recovery	canagliflozin	urine	LC MS/MS	24.0	hr	0.4	NA	NA	NA	0.13	NA	NA	percent	NA
Devineni2013	CAN300	10.0	CAN300_d7	cmax	canagliflozin	plasma	LC MS/MS	NA	NA	4678.0	NA	NA	NA	1685.0	NA	NA	ng/ml	NA
Devineni2013	CAN300	10.0	CAN300_d7	tmax	canagliflozin	plasma	LC MS/MS	NA	NA	NA	1.5	1.0	2.0	NA	NA	NA	hr	NA
Devineni2013	CAN300	10.0	CAN300_d7	auc_end	canagliflozin	plasma	LC MS/MS	24.0	hr	30995.0	NA	NA	NA	11146.0	NA	NA	ng/ml*hr	NA
Devineni2013	CAN300	10.0	CAN300_d7	thalf	canagliflozin	plasma	LC MS/MS	NA	NA	14.9	NA	NA	NA	4.8	NA	NA	hr	NA
Devineni2013	CAN300	10.0	CAN300_d7	recovery	canagliflozin	urine	LC MS/MS	24.0	hr	0.75	NA	NA	NA	0.32	NA	NA	percent	NA
Devineni2013	CAN50	9.0	CAN50_d1	cmax	M5	plasma	LC MS/MS	NA	NA	290.0	NA	NA	NA	144.0	NA	NA	ng/ml	NA
Devineni2013	CAN50	9.0	CAN50_d1	tmax	M5	plasma	LC MS/MS	NA	NA	NA	4.0	2.0	5.0	NA	NA	NA	hr	NA
Devineni2013	CAN50	9.0	CAN50_d1	auc_end	M5	plasma	LC MS/MS	24.0	hr	2933.0	NA	NA	NA	1796.0	NA	NA	ng/ml*hr	NA
