study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Devineni2013	CAN50	9.0	CAN50_d1	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_CAN50_d1_recovery	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2013	CAN50	9.0	CAN50_d1	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_CAN50_d1_recovery	24.0	hr	0.46	NA	NA	NA	0.14	NA	NA	percent	NA
Devineni2013	CAN50	9.0	CAN50_d7	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_CAN50_d7_recovery	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2013	CAN50	9.0	CAN50_d7	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_CAN50_d7_recovery	24.0	hr	0.83	NA	NA	NA	0.29	NA	NA	percent	NA
Devineni2013	CAN100	8.0	CAN100_d1	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_CAN100_d1_recovery	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2013	CAN100	8.0	CAN100_d1	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_CAN100_d1_recovery	24.0	hr	0.55	NA	NA	NA	0.1	NA	NA	percent	NA
Devineni2013	CAN100	8.0	CAN100_d7	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_CAN100_d7_recovery	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2013	CAN100	8.0	CAN100_d7	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_CAN100_d7_recovery	24.0	hr	0.75	NA	NA	NA	0.23	NA	NA	percent	NA
Devineni2013	CAN300	10.0	CAN300_d1	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_CAN300_d1_recovery	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2013	CAN300	10.0	CAN300_d1	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_CAN300_d1_recovery	24.0	hr	0.4	NA	NA	NA	0.13	NA	NA	percent	NA
