study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Devineni2013	CAN300	10.0	CAN300_d7	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_CAN300_d7_recovery	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2013	CAN300	10.0	CAN300_d7	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_CAN300_d7_recovery	24.0	hr	0.75	NA	NA	NA	0.32	NA	NA	percent	NA
Devineni2013	CAN50	9.0	CAN50_d1	recovery	M5	urine	LC MS/MS	M5_CAN50_d1_recovery	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2013	CAN50	9.0	CAN50_d1	recovery	M5	urine	LC MS/MS	M5_CAN50_d1_recovery	24.0	hr	6.99	NA	NA	NA	2.2	NA	NA	percent	NA
Devineni2013	CAN50	9.0	CAN50_d7	recovery	M5	urine	LC MS/MS	M5_CAN50_d7_recovery	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2013	CAN50	9.0	CAN50_d7	recovery	M5	urine	LC MS/MS	M5_CAN50_d7_recovery	24.0	hr	10.1	NA	NA	NA	2.62	NA	NA	percent	NA
Devineni2013	CAN100	8.0	CAN100_d1	recovery	M5	urine	LC MS/MS	M5_CAN100_d1_recovery	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2013	CAN100	8.0	CAN100_d1	recovery	M5	urine	LC MS/MS	M5_CAN100_d1_recovery	24.0	hr	8.11	NA	NA	NA	1.61	NA	NA	percent	NA
Devineni2013	CAN100	8.0	CAN100_d7	recovery	M5	urine	LC MS/MS	M5_CAN100_d7_recovery	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2013	CAN100	8.0	CAN100_d7	recovery	M5	urine	LC MS/MS	M5_CAN100_d7_recovery	24.0	hr	9.57	NA	NA	NA	2.38	NA	NA	percent	NA
Devineni2013	CAN300	10.0	CAN300_d1	recovery	M5	urine	LC MS/MS	M5_CAN300_d1_recovery	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2013	CAN300	10.0	CAN300_d1	recovery	M5	urine	LC MS/MS	M5_CAN300_d1_recovery	24.0	hr	7.67	NA	NA	NA	1.56	NA	NA	percent	NA
Devineni2013	CAN300	10.0	CAN300_d7	recovery	M5	urine	LC MS/MS	M5_CAN300_d7_recovery	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2013	CAN300	10.0	CAN300_d7	recovery	M5	urine	LC MS/MS	M5_CAN300_d7_recovery	24.0	hr	10.49	NA	NA	NA	2.03	NA	NA	percent	NA
Devineni2013	CAN50	9.0	CAN50_d1	recovery	M7	urine	LC MS/MS	M7_CAN50_d1_recovery	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2013	CAN50	9.0	CAN50_d1	recovery	M7	urine	LC MS/MS	M7_CAN50_d1_recovery	24.0	hr	21.24	NA	NA	NA	4.39	NA	NA	percent	NA
Devineni2013	CAN50	9.0	CAN50_d7	recovery	M7	urine	LC MS/MS	M7_CAN50_d7_recovery	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2013	CAN50	9.0	CAN50_d7	recovery	M7	urine	LC MS/MS	M7_CAN50_d7_recovery	24.0	hr	30.68	NA	NA	NA	6.97	NA	NA	percent	NA
Devineni2013	CAN100	8.0	CAN100_d1	recovery	M7	urine	LC MS/MS	M7_CAN100_d1_recovery	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2013	CAN100	8.0	CAN100_d1	recovery	M7	urine	LC MS/MS	M7_CAN100_d1_recovery	24.0	hr	25.06	NA	NA	NA	6.4	NA	NA	percent	NA
Devineni2013	CAN100	8.0	CAN100_d7	recovery	M7	urine	LC MS/MS	M7_CAN100_d7_recovery	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2013	CAN100	8.0	CAN100_d7	recovery	M7	urine	LC MS/MS	M7_CAN100_d7_recovery	24.0	hr	31.88	NA	NA	NA	10.98	NA	NA	percent	NA
Devineni2013	CAN300	10.0	CAN300_d1	recovery	M7	urine	LC MS/MS	M7_CAN300_d1_recovery	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2013	CAN300	10.0	CAN300_d1	recovery	M7	urine	LC MS/MS	M7_CAN300_d1_recovery	24.0	hr	20.85	NA	NA	NA	2.87	NA	NA	percent	NA
Devineni2013	CAN300	10.0	CAN300_d7	recovery	M7	urine	LC MS/MS	M7_CAN300_d7_recovery	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2013	CAN300	10.0	CAN300_d7	recovery	M7	urine	LC MS/MS	M7_CAN300_d7_recovery	24.0	hr	27.04	NA	NA	NA	4.09	NA	NA	percent	NA
Devineni2013	CAN50	9.0	CAN50_d1	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN50_d1	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2013	CAN50	9.0	CAN50_d1	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN50_d1	24.0	hr	0.23	NA	NA	NA	0.07	NA	NA	mg	NA
Devineni2013	CAN50	9.0	CAN50_d7	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN50_d7	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2013	CAN50	9.0	CAN50_d7	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN50_d7	24.0	hr	0.415	NA	NA	NA	0.145	NA	NA	mg	NA
Devineni2013	CAN100	8.0	CAN100_d1	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN100_d1	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2013	CAN100	8.0	CAN100_d1	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN100_d1	24.0	hr	0.55	NA	NA	NA	0.1	NA	NA	mg	NA
Devineni2013	CAN100	8.0	CAN100_d7	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN100_d7	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2013	CAN100	8.0	CAN100_d7	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN100_d7	24.0	hr	0.75	NA	NA	NA	0.23	NA	NA	mg	NA
Devineni2013	CAN300	10.0	CAN300_d1	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN300_d1	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2013	CAN300	10.0	CAN300_d1	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN300_d1	24.0	hr	1.2	NA	NA	NA	0.39	NA	NA	mg	NA
Devineni2013	CAN300	10.0	CAN300_d7	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN300_d7	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2013	CAN300	10.0	CAN300_d7	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN300_d7	24.0	hr	2.25	NA	NA	NA	0.96	NA	NA	mg	NA
Devineni2013	CAN50	9.0	CAN50_d1	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN50_d1	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2013	CAN50	9.0	CAN50_d1	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN50_d1	24.0	hr	3.495	NA	NA	NA	1.1	NA	NA	mg	NA
Devineni2013	CAN50	9.0	CAN50_d7	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN50_d7	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2013	CAN50	9.0	CAN50_d7	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN50_d7	24.0	hr	5.05	NA	NA	NA	1.31	NA	NA	mg	NA
Devineni2013	CAN100	8.0	CAN100_d1	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN100_d1	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2013	CAN100	8.0	CAN100_d1	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN100_d1	24.0	hr	8.11	NA	NA	NA	1.61	NA	NA	mg	NA
Devineni2013	CAN100	8.0	CAN100_d7	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN100_d7	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2013	CAN100	8.0	CAN100_d7	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN100_d7	24.0	hr	9.57	NA	NA	NA	2.38	NA	NA	mg	NA
Devineni2013	CAN300	10.0	CAN300_d1	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN300_d1	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2013	CAN300	10.0	CAN300_d1	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN300_d1	24.0	hr	23.01	NA	NA	NA	4.68	NA	NA	mg	NA
Devineni2013	CAN300	10.0	CAN300_d7	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN300_d7	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2013	CAN300	10.0	CAN300_d7	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN300_d7	24.0	hr	31.47	NA	NA	NA	6.09	NA	NA	mg	NA
Devineni2013	CAN50	9.0	CAN50_d1	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN50_d1	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2013	CAN50	9.0	CAN50_d1	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN50_d1	24.0	hr	10.62	NA	NA	NA	2.195	NA	NA	mg	NA
Devineni2013	CAN50	9.0	CAN50_d7	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN50_d7	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2013	CAN50	9.0	CAN50_d7	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN50_d7	24.0	hr	15.34	NA	NA	NA	3.485	NA	NA	mg	NA
Devineni2013	CAN100	8.0	CAN100_d1	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN100_d1	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2013	CAN100	8.0	CAN100_d1	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN100_d1	24.0	hr	25.06	NA	NA	NA	6.4	NA	NA	mg	NA
Devineni2013	CAN100	8.0	CAN100_d7	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN100_d7	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2013	CAN100	8.0	CAN100_d7	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN100_d7	24.0	hr	31.88	NA	NA	NA	10.98	NA	NA	mg	NA
Devineni2013	CAN300	10.0	CAN300_d1	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN300_d1	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2013	CAN300	10.0	CAN300_d1	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN300_d1	24.0	hr	62.55	NA	NA	NA	8.61	NA	NA	mg	NA
Devineni2013	CAN300	10.0	CAN300_d7	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN300_d7	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2013	CAN300	10.0	CAN300_d7	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN300_d7	24.0	hr	81.12	NA	NA	NA	12.27	NA	NA	mg	NA
