study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_se	mean_sd	comments	mean_unit	value_unit
Sha2011		CAN100	6.0	CAN100	cumulative amount	glucose	urine	LC MS/MS	cumulative_amount_CAN100	0.0	hr		0.0					g	g
Sha2011		CAN100	6.0	CAN100	cumulative amount	glucose	urine	LC MS/MS	cumulative_amount_CAN100	24.0	hr		43.6	46.2	2.6	6.36867333123627		g	g
