study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_se	mean_sd	comments	mean_unit	value_unit
Sha2011		CAN400_BID	6.0	CAN400_BID	cumulative amount	glucose	urine	LC MS/MS	cumulative_amount_CAN400_BID	0.0	hr		0.0					g	g
Sha2011		CAN400_BID	6.0	CAN400_BID	cumulative amount	glucose	urine	LC MS/MS	cumulative_amount_CAN400_BID	24.0	hr		58.7	62.0	3.3	8.08331615118448		g	g
