study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_se	mean_sd	comments	mean_unit	value_unit
Sha2011		CAN100	6.0	CAN100	renal threshold 	glucose	urine	LC MS/MS	renal_threshold_CAN100	24.0	hr		3.877498642093345	72.3220443247609	0.1368244221140758	0.33515001853066434		mole/meter^3	mg/dl
