study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Devineni2015	all	67.0	NA	species	67.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015	all	67.0	NA	healthy	67.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015	all	67.0	NA	ethnicity	67.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015	all	67.0	NA	sex	67.0	NA	MF	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015	all	67.0	NA	age	67.0	NA	NA	NA	NA	NA	NA	18.0	45.0	yr	NA
Devineni2015	all	67.0	NA	bmi	67.0	NA	NA	NA	NA	NA	NA	18.0	30.0	kg/m^2	NA
Devineni2015	all	67.0	NA	weight	67.0	NA	NA	NA	NA	NA	NA	50.0	NA	kg	NA
Devineni2015	all	67.0	NA	medication	67.0	NA	N	NA	NA	NA	NA	NA	NA	NA	Women on hormone replacement therapy or contraceptives continued the same medication throughout the study.
Devineni2015	all	67.0	NA	pregnant	67.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015	all	67.0	NA	breastfeeding	67.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015	study 1	29.0	all	sex	15.0	NA	M 	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015	study 1	29.0	all	sex	14.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015	study 1	29.0	all	age	29.0	NA	NA	30.4	NA	6.53	NA	18.0	45.0	yr	NA
Devineni2015	study 1	29.0	all	bmi	29.0	NA	NA	25.3	NA	3.65	NA	18.0	30.0	kg/m^2	NA
Devineni2015	study 1	29.0	all	weight	29.0	NA	NA	69.6	NA	12.84	NA	50.0	NA	kg	NA
Devineni2015	study 2	18.0	all	sex	11.0	NA	M 	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015	study 2	18.0	all	sex	7.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015	study 2	18.0	all	age	18.0	NA	NA	29.2	NA	6.14	NA	18.0	45.0	yr	NA
Devineni2015	study 2	18.0	all	bmi	18.0	NA	NA	25.2	NA	2.67	NA	18.0	30.0	kg/m^2	NA
Devineni2015	study 2	18.0	all	weight	18.0	NA	NA	75.6	NA	12.06	NA	50.0	NA	kg	NA
Devineni2015	study 3	22.0	all	sex	17.0	NA	M 	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015	study 3	22.0	all	sex	5.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015	study 3	22.0	all	age	22.0	NA	NA	32.1	NA	10.41	NA	18.0	45.0	yr	NA
Devineni2015	study 3	22.0	all	bmi	22.0	NA	NA	26.6	NA	2.78	NA	18.0	30.0	kg/m^2	NA
Devineni2015	study 3	22.0	all	weight	22.0	NA	NA	83.3	NA	11.39	NA	50.0	NA	kg	NA
