study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Devineni2015c	normal_renal	8.0	CAN200	cmax	canagliflozin	plasma	LC MS/MS	NA	NA	1475.0	NA	NA	NA	669.0	NA	NA	ng/ml	NA
Devineni2015c	normal_renal	8.0	CAN200	auc_inf	canagliflozin	plasma	LC MS/MS	NA	NA	14345.0	NA	NA	NA	3605.0	NA	NA	ng/ml*hr	NA
Devineni2015c	normal_renal	8.0	CAN200	tmax	canagliflozin	plasma	LC MS/MS	NA	NA	NA	1.75	0.5	5.0	NA	NA	NA	hr	NA
Devineni2015c	normal_renal	8.0	CAN200	thalf	canagliflozin	plasma	LC MS/MS	NA	NA	17.4	NA	NA	NA	5.4	NA	NA	hr	NA
Devineni2015c	normal_renal	8.0	CAN200	 oral-clearance	canagliflozin	plasma	LC MS/MS	NA	NA	14.8	NA	NA	NA	3.93	NA	NA	l/hr	NA
Devineni2015c	normal_renal	8.0	CAN200	recovery	canagliflozin	plasma	LC MS/MS	24.0	hr	0.6	NA	NA	NA	0.26	NA	NA	percent	NA
Devineni2015c	normal_renal	8.0	CAN200	clearance_renal	canagliflozin	plasma	LC MS/MS	NA	NA	0.09	NA	NA	NA	0.068	NA	NA	l/hr	NA
Devineni2015c	mild_renal	8.0	CAN200	cmax	canagliflozin	plasma	LC MS/MS	NA	NA	1574.0	NA	NA	NA	482.0	NA	NA	ng/ml	NA
Devineni2015c	mild_renal	8.0	CAN200	auc_inf	canagliflozin	plasma	LC MS/MS	NA	NA	16719.0	NA	NA	NA	3721.0	NA	NA	ng/ml*hr	NA
Devineni2015c	mild_renal	8.0	CAN200	tmax	canagliflozin	plasma	LC MS/MS	NA	NA	NA	3.5	1.5	5.0	NA	NA	NA	hr	NA
Devineni2015c	mild_renal	8.0	CAN200	thalf	canagliflozin	plasma	LC MS/MS	NA	NA	22.7	NA	NA	NA	10.3	NA	NA	hr	NA
Devineni2015c	mild_renal	8.0	CAN200	 oral-clearance	canagliflozin	plasma	LC MS/MS	NA	NA	12.5	NA	NA	NA	2.65	NA	NA	l/hr	NA
Devineni2015c	mild_renal	8.0	CAN200	recovery	canagliflozin	plasma	LC MS/MS	24.0	hr	0.3	NA	NA	NA	0.09	NA	NA	percent	NA
Devineni2015c	mild_renal	8.0	CAN200	clearance_renal	canagliflozin	plasma	LC MS/MS	NA	NA	0.04	NA	NA	NA	0.014	NA	NA	l/hr	NA
Devineni2015c	moderate_renal	8.0	CAN200	cmax	canagliflozin	plasma	LC MS/MS	NA	NA	1773.0	NA	NA	NA	439.0	NA	NA	ng/ml	NA
Devineni2015c	moderate_renal	8.0	CAN200	auc_inf	canagliflozin	plasma	LC MS/MS	NA	NA	23311.0	NA	NA	NA	5475.0	NA	NA	ng/ml*hr	NA
Devineni2015c	moderate_renal	8.0	CAN200	tmax	canagliflozin	plasma	LC MS/MS	NA	NA	NA	1.75	1.0	5.0	NA	NA	NA	hr	NA
Devineni2015c	moderate_renal	8.0	CAN200	thalf	canagliflozin	plasma	LC MS/MS	NA	NA	21.7	NA	NA	NA	10.9	NA	NA	hr	NA
Devineni2015c	moderate_renal	8.0	CAN200	 oral-clearance	canagliflozin	plasma	LC MS/MS	NA	NA	9.0	NA	NA	NA	2.23	NA	NA	l/hr	NA
Devineni2015c	moderate_renal	8.0	CAN200	recovery	canagliflozin	plasma	LC MS/MS	24.0	hr	0.3	NA	NA	NA	0.15	NA	NA	percent	NA
Devineni2015c	moderate_renal	8.0	CAN200	clearance_renal	canagliflozin	plasma	LC MS/MS	NA	NA	0.03	NA	NA	NA	0.021	NA	NA	l/hr	NA
Devineni2015c	severe_renal	8.0	CAN200	cmax	canagliflozin	plasma	LC MS/MS	NA	NA	1834.0	NA	NA	NA	732.0	NA	NA	ng/ml	NA
