study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Devineni2015c	severe_renal	8.0	CAN200	auc_inf	canagliflozin	plasma	LC MS/MS	NA	NA	21596.0	NA	NA	NA	5485.0	NA	NA	ng/ml*hr	NA
Devineni2015c	severe_renal	8.0	CAN200	tmax	canagliflozin	plasma	LC MS/MS	NA	NA	NA	1.5	1.0	5.0	NA	NA	NA	hr	NA
Devineni2015c	severe_renal	8.0	CAN200	thalf	canagliflozin	plasma	LC MS/MS	NA	NA	21.6	NA	NA	NA	9.2	NA	NA	hr	NA
Devineni2015c	severe_renal	8.0	CAN200	 oral-clearance	canagliflozin	plasma	LC MS/MS	NA	NA	9.8	NA	NA	NA	2.53	NA	NA	l/hr	NA
Devineni2015c	severe_renal	8.0	CAN200	recovery	canagliflozin	plasma	LC MS/MS	24.0	hr	0.1	NA	NA	NA	0.04	NA	NA	percent	NA
Devineni2015c	severe_renal	8.0	CAN200	clearance_renal	canagliflozin	plasma	LC MS/MS	NA	NA	0.01	NA	NA	NA	0.007	NA	NA	l/hr	NA
Devineni2015c	ESRD_pre	8.0	CAN200	cmax	canagliflozin	plasma	LC MS/MS	NA	NA	1433.0	NA	NA	NA	509.0	NA	NA	ng/ml	predialysis
Devineni2015c	ESRD_pre	8.0	CAN200	auc_inf	canagliflozin	plasma	LC MS/MS	NA	NA	14205.0	NA	NA	NA	3648.0	NA	NA	ng/ml*hr	predialysis
Devineni2015c	ESRD_pre	8.0	CAN200	tmax	canagliflozin	plasma	LC MS/MS	NA	NA	NA	2.25	1.0	6.0	NA	NA	NA	hr	predialysis
Devineni2015c	ESRD_pre	8.0	CAN200	thalf	canagliflozin	plasma	LC MS/MS	NA	NA	21.4	NA	NA	NA	12.0	NA	NA	hr	predialysis
Devineni2015c	ESRD_pre	8.0	CAN200	 oral-clearance	canagliflozin	plasma	LC MS/MS	NA	NA	15.0	NA	NA	NA	4.05	NA	NA	l/hr	predialysis
Devineni2015c	ESRD_pre	8.0	CAN200	recovery	canagliflozin	plasma	LC MS/MS	24.0	hr	NA	NA	NA	NA	NA	NA	NA	percent	predialysis
Devineni2015c	ESRD_pre	8.0	CAN200	clearance_renal	canagliflozin	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l/hr	predialysis
Devineni2015c	ESRD_post	8.0	CAN200	cmax	canagliflozin	plasma	LC MS/MS	NA	NA	1287.0	NA	NA	NA	277.0	NA	NA	ng/ml	postdialysis
Devineni2015c	ESRD_post	8.0	CAN200	auc_inf	canagliflozin	plasma	LC MS/MS	NA	NA	13587.0	NA	NA	NA	3216.0	NA	NA	ng/ml*hr	postdialysis
Devineni2015c	ESRD_post	8.0	CAN200	tmax	canagliflozin	plasma	LC MS/MS	NA	NA	NA	2.0	1.5	5.0	NA	NA	NA	hr	postdialysis
Devineni2015c	ESRD_post	8.0	CAN200	thalf	canagliflozin	plasma	LC MS/MS	NA	NA	17.2	NA	NA	NA	4.9	NA	NA	hr	postdialysis
Devineni2015c	ESRD_post	8.0	CAN200	 oral-clearance	canagliflozin	plasma	LC MS/MS	NA	NA	15.4	NA	NA	NA	3.22	NA	NA	l/hr	postdialysis
Devineni2015c	ESRD_post	8.0	CAN200	recovery	canagliflozin	plasma	LC MS/MS	24.0	hr	NA	NA	NA	NA	NA	NA	NA	percent	postdialysis
Devineni2015c	ESRD_post	8.0	CAN200	clearance_renal	canagliflozin	plasma	LC MS/MS	NA	NA	NA	NA	NA	NA	NA	NA	NA	l/hr	postdialysis
Devineni2015c	normal_renal	8.0	CAN200	cmax	M7	plasma	LC MS/MS	NA	NA	1159.0	NA	NA	NA	380.0	NA	NA	ng/ml	NA
Devineni2015c	normal_renal	8.0	CAN200	auc_inf	M7	plasma	LC MS/MS	NA	NA	15949.0	NA	NA	NA	4717.0	NA	NA	ng/ml*hr	NA
Devineni2015c	normal_renal	8.0	CAN200	tmax	M7	plasma	LC MS/MS	NA	NA	NA	3.5	2.0	6.0	NA	NA	NA	hr	NA
Devineni2015c	normal_renal	8.0	CAN200	thalf	M7	plasma	LC MS/MS	NA	NA	19.1	NA	NA	NA	9.9	NA	NA	hr	NA
Devineni2015c	normal_renal	8.0	CAN200	recovery	M7	plasma	LC MS/MS	24.0	hr	17.7	NA	NA	NA	3.6	NA	NA	percent	NA
Devineni2015c	mild_renal	8.0	CAN200	cmax	M7	plasma	LC MS/MS	NA	NA	1831.0	NA	NA	NA	712.0	NA	NA	ng/ml	NA
Devineni2015c	mild_renal	8.0	CAN200	auc_inf	M7	plasma	LC MS/MS	NA	NA	22435.0	NA	NA	NA	6972.0	NA	NA	ng/ml*hr	NA
Devineni2015c	mild_renal	8.0	CAN200	tmax	M7	plasma	LC MS/MS	NA	NA	NA	3.5	2.0	6.0	NA	NA	NA	hr	NA
Devineni2015c	mild_renal	8.0	CAN200	thalf	M7	plasma	LC MS/MS	NA	NA	22.7	NA	NA	NA	9.6	NA	NA	hr	NA
Devineni2015c	moderate_renal	8.0	CAN200	cmax	M7	plasma	LC MS/MS	NA	NA	2437.0	NA	NA	NA	1179.0	NA	NA	ng/ml	NA
Devineni2015c	moderate_renal	8.0	CAN200	auc_inf	M7	plasma	LC MS/MS	NA	NA	41103.0	NA	NA	NA	19486.0	NA	NA	ng/ml*hr	NA
Devineni2015c	moderate_renal	8.0	CAN200	tmax	M7	plasma	LC MS/MS	NA	NA	NA	3.5	2.0	6.0	NA	NA	NA	hr	NA
Devineni2015c	moderate_renal	8.0	CAN200	thalf	M7	plasma	LC MS/MS	NA	NA	18.0	NA	NA	NA	5.2	NA	NA	hr	NA
Devineni2015c	moderate_renal	8.0	CAN200	recovery	M7	plasma	LC MS/MS	24.0	hr	8.4	NA	NA	NA	3.9	NA	NA	percent	NA
Devineni2015c	severe_renal	8.0	CAN200	cmax	M7	plasma	LC MS/MS	NA	NA	2216.0	NA	NA	NA	1565.0	NA	NA	ng/ml	NA
Devineni2015c	severe_renal	8.0	CAN200	auc_inf	M7	plasma	LC MS/MS	NA	NA	39743.0	NA	NA	NA	38407.0	NA	NA	ng/ml*hr	NA
Devineni2015c	severe_renal	8.0	CAN200	tmax	M7	plasma	LC MS/MS	NA	NA	NA	3.5	2.0	6.0	NA	NA	NA	hr	NA
Devineni2015c	severe_renal	8.0	CAN200	thalf	M7	plasma	LC MS/MS	NA	NA	25.3	NA	NA	NA	16.5	NA	NA	hr	NA
Devineni2015c	severe_renal	8.0	CAN200	recovery	M7	plasma	LC MS/MS	24.0	hr	4.4	NA	NA	NA	2.9	NA	NA	percent	NA
Devineni2015c	ESRD_pre	8.0	CAN200	cmax	M7	plasma	LC MS/MS	NA	NA	2313.0	NA	NA	NA	1372.0	NA	NA	ng/ml	predialysis
Devineni2015c	ESRD_pre	8.0	CAN200	auc_inf	M7	plasma	LC MS/MS	NA	NA	35120.0	NA	NA	NA	29380.0	NA	NA	ng/ml*hr	predialysis
Devineni2015c	ESRD_pre	8.0	CAN200	tmax	M7	plasma	LC MS/MS	NA	NA	NA	3.52	0.2	6.0	NA	NA	NA	hr	predialysis
Devineni2015c	ESRD_pre	8.0	CAN200	thalf	M7	plasma	LC MS/MS	NA	NA	22.5	NA	NA	NA	12.8	NA	NA	hr	predialysis
Devineni2015c	ESRD_pre	8.0	CAN200	recovery	M7	plasma	LC MS/MS	24.0	hr	NA	NA	NA	NA	NA	NA	NA	percent	predialysis
Devineni2015c	ESRD_post	8.0	CAN200	cmax	M7	plasma	LC MS/MS	NA	NA	2038.0	NA	NA	NA	1197.0	NA	NA	ng/ml	postdialysis
Devineni2015c	ESRD_post	8.0	CAN200	auc_inf	M7	plasma	LC MS/MS	NA	NA	32229.0	NA	NA	NA	25524.0	NA	NA	ng/ml*hr	postdialysis
Devineni2015c	ESRD_post	8.0	CAN200	tmax	M7	plasma	LC MS/MS	NA	NA	NA	3.0	2.0	6.0	NA	NA	NA	hr	postdialysis
Devineni2015c	ESRD_post	8.0	CAN200	thalf	M7	plasma	LC MS/MS	NA	NA	17.9	NA	NA	NA	7.1	NA	NA	hr	postdialysis
Devineni2015c	ESRD_post	8.0	CAN200	recovery	M7	plasma	LC MS/MS	24.0	hr	NA	NA	NA	NA	NA	NA	NA	percent	postdialysis
Devineni2015c	normal_renal	8.0	CAN200	cmax	M5	plasma	LC MS/MS	NA	NA	703.0	NA	NA	NA	175.0	NA	NA	ng/ml	NA
Devineni2015c	normal_renal	8.0	CAN200	auc_inf	M5	plasma	LC MS/MS	NA	NA	13467.0	NA	NA	NA	6211.0	NA	NA	ng/ml*hr	NA
Devineni2015c	normal_renal	8.0	CAN200	tmax	M5	plasma	LC MS/MS	NA	NA	NA	4.0	2.0	8.0	NA	NA	NA	hr	NA
Devineni2015c	normal_renal	8.0	CAN200	thalf	M5	plasma	LC MS/MS	NA	NA	14.0	NA	NA	NA	3.2	NA	NA	hr	NA
Devineni2015c	normal_renal	8.0	CAN200	recovery	M5	plasma	LC MS/MS	24.0	hr	8.5	NA	NA	NA	2.5	NA	NA	percent	NA
Devineni2015c	mild_renal	8.0	CAN200	cmax	M5	plasma	LC MS/MS	NA	NA	1023.0	NA	NA	NA	383.0	NA	NA	ng/ml	NA
Devineni2015c	mild_renal	8.0	CAN200	auc_inf	M5	plasma	LC MS/MS	NA	NA	16019.0	NA	NA	NA	3922.0	NA	NA	ng/ml*hr	NA
Devineni2015c	mild_renal	8.0	CAN200	tmax	M5	plasma	LC MS/MS	NA	NA	NA	4.0	2.0	6.0	NA	NA	NA	hr	NA
Devineni2015c	mild_renal	8.0	CAN200	thalf	M5	plasma	LC MS/MS	NA	NA	22.4	NA	NA	NA	11.2	NA	NA	hr	NA
Devineni2015c	mild_renal	8.0	CAN200	recovery	M5	plasma	LC MS/MS	24.0	hr	7.6	NA	NA	NA	2.5	NA	NA	percent	NA
Devineni2015c	moderate_renal	8.0	CAN200	cmax	M5	plasma	LC MS/MS	NA	NA	1431.0	NA	NA	NA	591.0	NA	NA	ng/ml	NA
Devineni2015c	moderate_renal	8.0	CAN200	auc_inf	M5	plasma	LC MS/MS	NA	NA	36297.0	NA	NA	NA	23661.0	NA	NA	ng/ml*hr	NA
Devineni2015c	moderate_renal	8.0	CAN200	tmax	M5	plasma	LC MS/MS	NA	NA	NA	4.5	3.0	24.1	NA	NA	NA	hr	NA
Devineni2015c	moderate_renal	8.0	CAN200	thalf	M5	plasma	LC MS/MS	NA	NA	18.3	NA	NA	NA	4.4	NA	NA	hr	NA
Devineni2015c	moderate_renal	8.0	CAN200	recovery	M5	plasma	LC MS/MS	24.0	hr	4.4	NA	NA	NA	2.4	NA	NA	percent	NA
Devineni2015c	severe_renal	8.0	CAN200	cmax	M5	plasma	LC MS/MS	NA	NA	1651.0	NA	NA	NA	1135.0	NA	NA	ng/ml	NA
Devineni2015c	severe_renal	8.0	CAN200	auc_inf	M5	plasma	LC MS/MS	NA	NA	40046.0	NA	NA	NA	31479.0	NA	NA	ng/ml*hr	NA
Devineni2015c	severe_renal	8.0	CAN200	tmax	M5	plasma	LC MS/MS	NA	NA	NA	4.0	4.0	12.0	NA	NA	NA	hr	NA
Devineni2015c	severe_renal	8.0	CAN200	thalf	M5	plasma	LC MS/MS	NA	NA	22.4	NA	NA	NA	9.7	NA	NA	hr	NA
Devineni2015c	severe_renal	8.0	CAN200	recovery	M5	plasma	LC MS/MS	24.0	hr	3.2	NA	NA	NA	3.8	NA	NA	percent	NA
Devineni2015c	ESRD_pre	8.0	CAN200	cmax	M5	plasma	LC MS/MS	NA	NA	1628.0	NA	NA	NA	689.0	NA	NA	ng/ml	predialysis
Devineni2015c	ESRD_pre	8.0	CAN200	auc_inf	M5	plasma	LC MS/MS	NA	NA	32238.0	NA	NA	NA	22600.0	NA	NA	ng/ml*hr	predialysis
Devineni2015c	ESRD_pre	8.0	CAN200	tmax	M5	plasma	LC MS/MS	NA	NA	NA	6.0	6.0	6.0	NA	NA	NA	hr	predialysis
Devineni2015c	ESRD_pre	8.0	CAN200	thalf	M5	plasma	LC MS/MS	NA	NA	19.4	NA	NA	NA	9.7	NA	NA	hr	predialysis
Devineni2015c	ESRD_pre	8.0	CAN200	recovery	M5	plasma	LC MS/MS	24.0	hr	NA	NA	NA	NA	NA	NA	NA	percent	predialysis
Devineni2015c	ESRD_post	8.0	CAN200	cmax	M5	plasma	LC MS/MS	NA	NA	1725.0	NA	NA	NA	687.0	NA	NA	ng/ml	postdialysis
Devineni2015c	ESRD_post	8.0	CAN200	auc_inf	M5	plasma	LC MS/MS	NA	NA	33625.0	NA	NA	NA	19683.0	NA	NA	ng/ml*hr	postdialysis
Devineni2015c	ESRD_post	8.0	CAN200	tmax	M5	plasma	LC MS/MS	NA	NA	NA	6.0	5.0	6.0	NA	NA	NA	hr	postdialysis
Devineni2015c	ESRD_post	8.0	CAN200	thalf	M5	plasma	LC MS/MS	NA	NA	16.9	NA	NA	NA	6.2	NA	NA	hr	postdialysis
Devineni2015c	ESRD_post	8.0	CAN200	recovery	M5	plasma	LC MS/MS	24.0	hr	NA	NA	NA	NA	NA	NA	NA	percent	postdialysis
