study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Devineni2015c	all	64.0	NA	species	64.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	nondiabetic
Devineni2015c	all	64.0	NA	healthy 	48.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	all	64.0	NA	sex	64.0	NA	MF	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	all	64.0	NA	alcohol	64.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	all	64.0	NA	pregnant 	64.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	all	64.0	NA	breastfeeding	64.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	all	64.0	NA	age	64.0	NA	NA	NA	NA	NA	NA	18.0	79.0	yr	NA
Devineni2015c	all	64.0	NA	bmi	64.0	NA	NA	NA	NA	NA	NA	18.0	40.0	kg/m^2	NA
Devineni2015c	all	64.0	NA	weight	64.0	NA	NA	NA	NA	NA	NA	50.0	NA	kg	NA
Devineni2015c	hepatic	24.0	all	species	24.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	hepatic	24.0	all	healthy	16.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	hepatic	24.0	all	disease	16.0	NA	liver disease	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	hepatic	24.0	all	sex	24.0	NA	MF	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	hepatic	24.0	all	age	24.0	NA	NA	NA	NA	NA	NA	18.0	70.0	yr	NA
Devineni2015c	hepatic	24.0	all	bmi	24.0	NA	NA	NA	NA	NA	NA	18.0	33.0	kg/m^2	NA
Devineni2015c	hepatic	24.0	all	weight	24.0	NA	NA	NA	NA	NA	NA	50.0	NA	kg	NA
Devineni2015c	hepatic	24.0	all	alcohol	24.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	hepatic	24.0	all	pregnant 	24.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	hepatic	24.0	all	breastfeeding	24.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	hepatic	24.0	all	clearance	24.0	creatinine	NA	NA	NA	NA	NA	60.0	NA	ml/min	NA
Devineni2015c	normal_hepatic	8.0	hepatic	species	8.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	normal_hepatic	8.0	hepatic	healthy	8.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	normal_hepatic	8.0	hepatic	sex	5.0	NA	M 	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	normal_hepatic	9.0	hepatic	sex	3.0	NA	F 	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	normal_hepatic	8.0	hepatic	age	8.0	NA	NA	46.5	47.0	4.75	NA	40.0	56.0	yr	NA
Devineni2015c	normal_hepatic	8.0	hepatic	bmi	8.0	NA	NA	27.5	27.0	3.28	NA	23.3	32.7	kg/m^2	NA
Devineni2015c	normal_hepatic	8.0	hepatic	weight	8.0	NA	NA	78.3	80.2	9.15	NA	64.0	91.2	kg	NA
Devineni2015c	normal_hepatic	8.0	hepatic	ethnicity	1.0	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	mild_hepatic	8.0	hepatic	species	8.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	mild_hepatic	8.0	hepatic	healthy	8.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	mild_hepatic	8.0	hepatic	disease	8.0	NA	liver disease (mild)	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	mild_hepatic	8.0	hepatic	sex	5.0	NA	M 	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	mild_hepatic	9.0	hepatic	sex	3.0	NA	F 	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	mild_hepatic	8.0	hepatic	age	8.0	NA	NA	50.1	53.0	6.96	NA	36.0	56.0	yr	NA
Devineni2015c	mild_hepatic	8.0	hepatic	bmi	8.0	NA	NA	26.8	27.8	3.95	NA	19.5	31.3	kg/m^2	NA
Devineni2015c	mild_hepatic	8.0	hepatic	weight	8.0	NA	NA	79.0	78.5	10.97	NA	60.5	97.0	kg	NA
Devineni2015c	mild_hepatic	8.0	hepatic	ethnicity	1.0	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	mild_hepatic	8.0	hepatic	child-pugh score	8.0	NA	child-pugh class A	5.3	5.0	0.46	NA	5.0	6.0	NA	NA
Devineni2015c	moderate_hepatic	8.0	hepatic	species	8.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	moderate_hepatic	8.0	hepatic	healthy	8.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	moderate_hepatic	8.0	hepatic	disease	8.0	NA	liver disease (moderate)	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	moderate_hepatic	8.0	hepatic	sex	5.0	NA	M 	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	moderate_hepatic	9.0	hepatic	sex	3.0	NA	F 	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	moderate_hepatic	8.0	hepatic	age	8.0	NA	NA	55.4	55.0	5.07	NA	50.0	62.0	yr	NA
Devineni2015c	moderate_hepatic	8.0	hepatic	bmi	8.0	NA	NA	24.9	23.7	3.45	NA	20.6	29.9	kg/m^2	NA
Devineni2015c	moderate_hepatic	8.0	hepatic	weight	8.0	NA	NA	74.7	75.2	13.78	NA	53.0	98.0	kg	NA
Devineni2015c	moderate_hepatic	8.0	hepatic	ethnicity	1.0	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	moderate_hepatic	8.0	hepatic	child-pugh score	8.0	NA	child-pugh class B	7.9	8.0	0.83	NA	7.0	9.0	NA	NA
Devineni2015c	renal	40.0	all	species	40.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	renal	40.0	all	healthy	32.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	renal	40.0	all	disease	32.0	NA	renal disease	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	renal	40.0	all	sex	40.0	NA	MF	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	renal	40.0	all	age	40.0	NA	NA	NA	NA	NA	NA	18.0	79.0	yr	NA
Devineni2015c	renal	40.0	all	bmi	40.0	NA	NA	NA	NA	NA	NA	20.0	40.0	kg/m^2	NA
Devineni2015c	renal	40.0	all	weight	40.0	NA	NA	NA	NA	NA	NA	50.0	NA	kg	NA
Devineni2015c	renal	40.0	all	alcohol	40.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	renal	40.0	all	pregnant 	40.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	renal	40.0	all	breastfeeding	40.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	normal_renal	8.0	renal	species	8.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	normal_renal	8.0	renal	healthy	8.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Devineni2015c	normal_renal	8.0	renal	sex	5.0	NA	M 	NA	NA	NA	NA	NA	NA	NA	NA
