study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Devineni2015c	moderate_renal	8.0	CAN200	recovery	M7	urine	LC MS/MS	M7_recovery_CAN200_moderate_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2015c	moderate_renal	8.0	CAN200	recovery	M7	urine	LC MS/MS	M7_recovery_CAN200_moderate_renal	24.0	hr	8.4	NA	NA	NA	3.9	NA	NA	percent	NA
Devineni2015c	severe_renal	8.0	CAN200	recovery	M7	urine	LC MS/MS	M7_recovery_CAN200_severe_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2015c	severe_renal	8.0	CAN200	recovery	M7	urine	LC MS/MS	M7_recovery_CAN200_severe_renal	24.0	hr	4.4	NA	NA	NA	2.9	NA	NA	percent	NA
Devineni2015c	normal_renal	8.0	CAN200	recovery	M5	urine	LC MS/MS	M5_recovery_CAN200_normal_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2015c	normal_renal	8.0	CAN200	recovery	M5	urine	LC MS/MS	M5_recovery_CAN200_normal_renal	24.0	hr	8.5	NA	NA	NA	2.5	NA	NA	percent	NA
Devineni2015c	mild_renal	8.0	CAN200	recovery	M5	urine	LC MS/MS	M5_recovery_CAN200_mild_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2015c	mild_renal	8.0	CAN200	recovery	M5	urine	LC MS/MS	M5_recovery_CAN200_mild_renal	24.0	hr	7.6	NA	NA	NA	2.5	NA	NA	percent	NA
Devineni2015c	moderate_renal	8.0	CAN200	recovery	M5	urine	LC MS/MS	M5_recovery_CAN200_moderate_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2015c	moderate_renal	8.0	CAN200	recovery	M5	urine	LC MS/MS	M5_recovery_CAN200_moderate_renal	24.0	hr	4.4	NA	NA	NA	2.4	NA	NA	percent	NA
Devineni2015c	severe_renal	8.0	CAN200	recovery	M5	urine	LC MS/MS	M5_recovery_CAN200_severe_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2015c	severe_renal	8.0	CAN200	recovery	M5	urine	LC MS/MS	M5_recovery_CAN200_severe_renal	24.0	hr	3.2	NA	NA	NA	3.8	NA	NA	percent	NA
Devineni2015c	normal_renal	8.0	CAN200	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN200_normal_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015c	normal_renal	8.0	CAN200	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN200_normal_renal	24.0	hr	1.2	NA	NA	NA	0.52	NA	NA	mg	NA
Devineni2015c	mild_renal	8.0	CAN200	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN200_mild_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015c	mild_renal	8.0	CAN200	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN200_mild_renal	24.0	hr	0.6	NA	NA	NA	0.18	NA	NA	mg	NA
Devineni2015c	moderate_renal	8.0	CAN200	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN200_moderate_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015c	moderate_renal	8.0	CAN200	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN200_moderate_renal	24.0	hr	0.6	NA	NA	NA	0.3	NA	NA	mg	NA
Devineni2015c	severe_renal	8.0	CAN200	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN200_severe_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015c	severe_renal	8.0	CAN200	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN200_severe_renal	24.0	hr	0.2	NA	NA	NA	0.08	NA	NA	mg	NA
Devineni2015c	ESRD_pre	8.0	CAN200	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN200_esrd_pre_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015c	ESRD_pre	8.0	CAN200	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN200_esrd_pre_renal	24.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015c	ESRD_post	8.0	CAN200	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN200_esrd_post_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015c	ESRD_post	8.0	CAN200	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN200_esrd_post_renal	24.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015c	normal_renal	8.0	CAN200	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN200_normal_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015c	normal_renal	8.0	CAN200	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN200_normal_renal	24.0	hr	35.4	NA	NA	NA	7.2	NA	NA	mg	NA
Devineni2015c	mild_renal	8.0	CAN200	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN200_mild_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015c	mild_renal	8.0	CAN200	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN200_mild_renal	24.0	hr	28.4	NA	NA	NA	4.9	NA	NA	mg	NA
Devineni2015c	moderate_renal	8.0	CAN200	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN200_moderate_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015c	moderate_renal	8.0	CAN200	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN200_moderate_renal	24.0	hr	16.8	NA	NA	NA	7.8	NA	NA	mg	NA
Devineni2015c	severe_renal	8.0	CAN200	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN200_severe_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015c	severe_renal	8.0	CAN200	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN200_severe_renal	24.0	hr	8.8	NA	NA	NA	5.8	NA	NA	mg	NA
Devineni2015c	ESRD_pre	8.0	CAN200	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN200_esrd_pre_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015c	ESRD_pre	8.0	CAN200	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN200_esrd_pre_renal	24.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015c	ESRD_post	8.0	CAN200	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN200_esrd_post_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015c	ESRD_post	8.0	CAN200	cumulative amount	M7	urine	LC MS/MS	M7_cumulative_amount_CAN200_esrd_post_renal	24.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015c	normal_renal	8.0	CAN200	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN200_normal_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015c	normal_renal	8.0	CAN200	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN200_normal_renal	24.0	hr	17.0	NA	NA	NA	5.0	NA	NA	mg	NA
Devineni2015c	mild_renal	8.0	CAN200	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN200_mild_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015c	mild_renal	8.0	CAN200	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN200_mild_renal	24.0	hr	15.2	NA	NA	NA	5.0	NA	NA	mg	NA
Devineni2015c	moderate_renal	8.0	CAN200	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN200_moderate_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015c	moderate_renal	8.0	CAN200	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN200_moderate_renal	24.0	hr	8.8	NA	NA	NA	4.8	NA	NA	mg	NA
Devineni2015c	severe_renal	8.0	CAN200	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN200_severe_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015c	severe_renal	8.0	CAN200	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN200_severe_renal	24.0	hr	6.4	NA	NA	NA	7.6	NA	NA	mg	NA
Devineni2015c	ESRD_pre	8.0	CAN200	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN200_esrd_pre_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015c	ESRD_pre	8.0	CAN200	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN200_esrd_pre_renal	24.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015c	ESRD_post	8.0	CAN200	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN200_esrd_post_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
Devineni2015c	ESRD_post	8.0	CAN200	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN200_esrd_post_renal	24.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	NA
