study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Devineni2015c	normal_renal	8.0	CAN200	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_recovery_CAN200_normal_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2015c	normal_renal	8.0	CAN200	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_recovery_CAN200_normal_renal	24.0	hr	0.6	NA	NA	NA	0.26	NA	NA	percent	NA
Devineni2015c	mild_renal	8.0	CAN200	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_recovery_CAN200_mild_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2015c	mild_renal	8.0	CAN200	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_recovery_CAN200_mild_renal	24.0	hr	0.3	NA	NA	NA	0.09	NA	NA	percent	NA
Devineni2015c	moderate_renal	8.0	CAN200	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_recovery_CAN200_moderate_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2015c	moderate_renal	8.0	CAN200	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_recovery_CAN200_moderate_renal	24.0	hr	0.3	NA	NA	NA	0.15	NA	NA	percent	NA
Devineni2015c	severe_renal	8.0	CAN200	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_recovery_CAN200_severe_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2015c	severe_renal	8.0	CAN200	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_recovery_CAN200_severe_renal	24.0	hr	0.1	NA	NA	NA	0.04	NA	NA	percent	NA
Devineni2015c	normal_renal	8.0	CAN200	recovery	M7	urine	LC MS/MS	M7_recovery_CAN200_normal_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2015c	normal_renal	8.0	CAN200	recovery	M7	urine	LC MS/MS	M7_recovery_CAN200_normal_renal	24.0	hr	17.7	NA	NA	NA	3.6	NA	NA	percent	NA
Devineni2015c	mild_renal	8.0	CAN200	recovery	M7	urine	LC MS/MS	M7_recovery_CAN200_mild_renal	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	percent	NA
Devineni2015c	mild_renal	8.0	CAN200	recovery	M7	urine	LC MS/MS	M7_recovery_CAN200_mild_renal	24.0	hr	14.2	NA	NA	NA	2.45	NA	NA	percent	NA
