study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Devineni2016	all	15.0	CAN200	cumulative amount	glucose	urine	LC MS/MS	0.0	hr	0.05	NA	NA	NA	0.04	NA	NA	g	NA
Devineni2016	all	15.0	CAN200	cumulative amount	glucose	urine	LC MS/MS	24.0	hr	37.6	NA	NA	NA	6.79	NA	NA	g	NA
Devineni2016	all	15.0	CAN200	cumulative amount	glucose	urine	LC MS/MS	48.0	hr	21.8	NA	NA	NA	6.42	NA	NA	g	NA
Devineni2016	all	15.0	CAN200	cumulative amount	glucose	urine	LC MS/MS	72.0	hr	5.67	NA	NA	NA	4.32	NA	NA	g	NA
Devineni2016	all	15.0	CAN200	concentration	glucose	plasma	LC MS/MS	0.0	hr	90.0	NA	NA	NA	8.51	NA	NA	mg/dl	NA
Devineni2016	all	15.0	CAN200	concentration	glucose	plasma	LC MS/MS	28.0	hr	89.8	NA	NA	NA	4.83	NA	NA	mg/dl	NA
Devineni2016	all	15.0	CAN200	renal threshold	glucose	urine	LC MS/MS	4.0	hr	60.8	NA	NA	NA	8.9	NA	NA	mg/dl	NA
Devineni2016	all	14.0	CAN300	cumulative amount	glucose	urine	LC MS/MS	0.0	hr	0.04	NA	NA	NA	0.03	NA	NA	g	NA
Devineni2016	all	14.0	CAN300	cumulative amount	glucose	urine	LC MS/MS	24.0	hr	40.2	NA	NA	NA	8.44	NA	NA	g	NA
Devineni2016	all	14.0	CAN300	cumulative amount	glucose	urine	LC MS/MS	48.0	hr	29.2	NA	NA	NA	7.98	NA	NA	g	NA
Devineni2016	all	14.0	CAN300	cumulative amount	glucose	urine	LC MS/MS	72.0	hr	8.19	NA	NA	NA	4.95	NA	NA	g	NA
Devineni2016	all	14.0	CAN300	concentration	glucose	plasma	LC MS/MS	0.0	hr	89.5	NA	NA	NA	5.78	NA	NA	mg/dl	NA
Devineni2016	all	14.0	CAN300	concentration	glucose	plasma	LC MS/MS	28.0	hr	89.7	NA	NA	NA	5.35	NA	NA	mg/dl	NA
Devineni2016	all	14.0	CAN300	renal threshold	glucose	urine	LC MS/MS	4.0	hr	61.2	NA	NA	NA	7.04	NA	NA	mg/dl	NA
