study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Devineni2016	all	15.0	CAN200	cmax	canagliflozin	plasma	LC MS/MS	NA	NA	1792.0	NA	NA	NA	430.0	NA	NA	ng/ml	NA
Devineni2016	all	15.0	CAN200	auc_end	canagliflozin	plasma	LC MS/MS	24.0	hr	14524.0	NA	NA	NA	2605.0	NA	NA	ng*hr/ml	NA
Devineni2016	all	15.0	CAN200	auc_inf	canagliflozin	plasma	LC MS/MS	NA	NA	18706.0	NA	NA	NA	3818.0	NA	NA	ng*hr/ml	NA
Devineni2016	all	15.0	CAN200	tmax	canagliflozin	urine	LC MS/MS	NA	NA	NA	1.5	1.0	5.0	NA	NA	NA	hr	NA
Devineni2016	all	15.0	CAN200	thalf	canagliflozin	urine	LC MS/MS	NA	NA	13.0	NA	NA	NA	3.6	NA	NA	hr	NA
Devineni2016	all	14.0	CAN300	cmax	canagliflozin	plasma	LC MS/MS	NA	NA	2789.0	NA	NA	NA	941.0	NA	NA	ng/ml	NA
Devineni2016	all	14.0	CAN300	auc_end	canagliflozin	plasma	LC MS/MS	24.0	hr	21948.0	NA	NA	NA	4268.0	NA	NA	ng*hr/ml	NA
Devineni2016	all	14.0	CAN300	auc_inf	canagliflozin	plasma	LC MS/MS	NA	NA	28207.0	NA	NA	NA	5901.0	NA	NA	ng*hr/ml	NA
Devineni2016	all	14.0	CAN300	tmax	canagliflozin	urine	LC MS/MS	NA	NA	NA	1.5	1.0	4.0	NA	NA	NA	hr	NA
Devineni2016	all	14.0	CAN300	thalf	canagliflozin	urine	LC MS/MS	NA	NA	12.6	NA	NA	NA	4.6	NA	NA	hr	NA
