study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Devineni2016	CAN300	0	NA	hr	oral	single dose	dosing	tablet	canagliflozin	300	mg	NA
Devineni2016	CAN200	0	NA	hr	oral	single dose	dosing	tablet	canagliflozin	200	mg	NA
