study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Iijima2015	CAN100	12.0	CAN100_d16	cumulative amount	canagliflozin	plasma	LC MS/MS	canagliflozin_urine_CAN100_d16	0.0	hr	0.0				0.0				mole	mg
Iijima2015	CAN100	12.0	CAN100_d16	cumulative amount	canagliflozin	plasma	LC MS/MS	canagliflozin_urine_CAN100_d16	24.0	hr	1.4420113471220514e-06				4.5892404807004433e-07				mole	mg
