study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Devineni2013	CAN50	9.0	CAN50_d7	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_CAN50_d7_recovery	0.0	hr	0.0				0.0				count*mole/kilogram	percent
Devineni2013	CAN50	9.0	CAN50_d7	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_CAN50_d7_recovery	24.0	hr	0.018671909798928275				0.0065239202911918075				count*mole/kilogram	percent
