study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Devineni2013	CAN100	8.0	CAN100_d1	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN100_d1	0.0	hr	0.0				0.0				mole	mg
Devineni2013	CAN100	8.0	CAN100_d1	cumulative amount	M5	urine	LC MS/MS	M5_cumulative_amount_CAN100_d1	24.0	hr	1.306799871092491e-05				2.5942636158556237e-06				mole	mg
