study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Devineni2015a	CAN100	9.0	CAN100_d9	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_CAN100_d9_recovery	0.0	hr	0.0				0.0				count*mole/kilogram	percent
Devineni2015a	CAN100	9.0	CAN100_d9	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_CAN100_d9_recovery	48.0	hr	0.014172654425692547				0.009583413944992104				count*mole/kilogram	percent
