study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Devineni2015a	CAN300	9.0	CAN300_d1	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN300_d1	0.0	hr	0.0				0.0				mole	mg
Devineni2015a	CAN300	9.0	CAN300_d1	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN300_d1	48.0	hr	2.767042054539973e-06				7.96368201062724e-07				mole	mg
