study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Devineni2015a	CAN100	9.0	CAN100_d9	concentration	glucose	plasma	LC MS/MS	glucose__CAN100	-7.0	day	92.8				7.9				mg/dl	mg/dl
Devineni2015a	CAN100	9.0	CAN100_d9	concentration	glucose	plasma	LC MS/MS	glucose__CAN100	1.0	day	94.5				6.9				mg/dl	mg/dl
Devineni2015a	CAN100	9.0	CAN100_d9	concentration	glucose	plasma	LC MS/MS	glucose__CAN100	2.0	day	95.6				4.88			Only 7 subjects	mg/dl	mg/dl
