study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Devineni2015b	all	9.0	14C_CAN10	recovery	total canagliflozin	urine	LC MS/MS	canagliflozin_14C_CAN10_recovery_urine_total	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	percent	total
Devineni2015b	all	9.0	14C_CAN10	recovery	total canagliflozin	urine	LC MS/MS	canagliflozin_14C_CAN10_recovery_urine_total	24.0	hr	34.5	NA	NA	NA	8.6	NA	NA	percent	total
Devineni2015b	all	9.0	14C_CAN10	recovery	total canagliflozin	feces	LC MS/MS	canagliflozin_14C_CAN10_recovery_feces_total	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	percent	total
Devineni2015b	all	9.0	14C_CAN10	recovery	total canagliflozin	feces	LC MS/MS	canagliflozin_14C_CAN10_recovery_feces_total	24.0	hr	34.1	NA	NA	NA	14.5	NA	NA	percent	total
Devineni2015b	all	9.0	14C_CAN10	recovery	total canagliflozin	feces_urine	LC MS/MS	canagliflozin_14C_CAN10_recovery_feces_urine_total	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	percent	total
Devineni2015b	all	9.0	14C_CAN10	recovery	total canagliflozin	feces_urine	LC MS/MS	canagliflozin_14C_CAN10_recovery_feces_urine_total	24.0	hr	68.6	NA	NA	NA	17.18	NA	NA	percent	total
Devineni2015b	all	9.0	14C_CAN10	cumulative amount	total canagliflozin	urine	LC MS/MS	canagliflozin_14C_CAN10_cumulative_amount_urine_total	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	mg	total
Devineni2015b	all	9.0	14C_CAN10	cumulative amount	total canagliflozin	urine	LC MS/MS	canagliflozin_14C_CAN10_cumulative_amount_urine_total	24.0	hr	0.00345	NA	NA	NA	0.00086	NA	NA	mg	total
Devineni2015b	all	9.0	14C_CAN10	cumulative amount	total canagliflozin	feces	LC MS/MS	canagliflozin_14C_CAN10_cumulative_amount_feces_total	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	mg	total
Devineni2015b	all	9.0	14C_CAN10	cumulative amount	total canagliflozin	feces	LC MS/MS	canagliflozin_14C_CAN10_cumulative_amount_feces_total	24.0	hr	0.00341	NA	NA	NA	0.00145	NA	NA	mg	total
Devineni2015b	all	9.0	14C_CAN10	cumulative amount	total canagliflozin	feces_urine	LC MS/MS	canagliflozin_14C_CAN10_cumulative_amount_feces_urine_total	24.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mg	total
Devineni2015b	all	9.0	14C_CAN10	cumulative amount	total canagliflozin	feces_urine	LC MS/MS	canagliflozin_14C_CAN10_cumulative_amount_feces_urine_total	24.0	hr	0.00686	NA	NA	NA	0.001718	NA	NA	mg	total
