study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Devineni2015b	CAN300	0	NA	hr	oral	single dose	dosing	tablet	canagliflozin	300.0	mg	NA
Devineni2015b	14C_CAN10	105	120.0	min	iv	constant infusion	dosing	solution	canagliflozin	0.01	mg	NA
