study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments
Iijima2015	NA	CAN0	10.0	CAN0_d1	urinary volume rate	canagliflozin	urine	LC MS/MS	canagliflozin_CAN0_volume_d1	0.0	hr	-42.8969137766465	NA	NA	NA	NA	ml/hr	NA
Iijima2015	NA	CAN0	10.0	CAN0_d1	urinary volume rate	canagliflozin	urine	LC MS/MS	canagliflozin_CAN0_volume_d1	4.0	hr	1.81355392936688	NA	NA	NA	NA	ml/hr	NA
Iijima2015	NA	CAN0	10.0	CAN0_d1	urinary volume rate	canagliflozin	urine	LC MS/MS	canagliflozin_CAN0_volume_d1	9.0	hr	15.4191854915686	NA	NA	NA	NA	ml/hr	NA
Iijima2015	NA	CAN0	10.0	CAN0_d1	urinary volume rate	canagliflozin	urine	LC MS/MS	canagliflozin_CAN0_volume_d1	13.0	hr	-53.2025532930321	NA	NA	NA	NA	ml/hr	NA
Iijima2015	NA	CAN0	10.0	CAN0_d1	urinary volume rate	canagliflozin	urine	LC MS/MS	canagliflozin_CAN0_volume_d1	17.0	hr	-7.74737511931269	NA	NA	NA	NA	ml/hr	NA
Iijima2015	NA	CAN0	10.0	CAN0_d1	urinary volume rate	canagliflozin	urine	LC MS/MS	canagliflozin_CAN0_volume_d1	22.0	hr	8.81721285396122	NA	NA	NA	NA	ml/hr	NA
Iijima2015	NA	CAN25	12.0	CAN25_d1	urinary volume rate	canagliflozin	urine	LC MS/MS	canagliflozin_CAN25_volume_d1	0.5	hr	58.6173639834553	NA	NA	NA	NA	ml/hr	NA
Iijima2015	NA	CAN25	12.0	CAN25_d1	urinary volume rate	canagliflozin	urine	LC MS/MS	canagliflozin_CAN25_volume_d1	5.0	hr	69.9968183264397	NA	NA	NA	NA	ml/hr	NA
Iijima2015	NA	CAN25	12.0	CAN25_d1	urinary volume rate	canagliflozin	urine	LC MS/MS	canagliflozin_CAN25_volume_d1	9.0	hr	88.042873051225	NA	NA	NA	NA	ml/hr	NA
Iijima2015	NA	CAN25	12.0	CAN25_d1	urinary volume rate	canagliflozin	urine	LC MS/MS	canagliflozin_CAN25_volume_d1	13.5	hr	3.86971046770608	NA	NA	NA	NA	ml/hr	NA
Iijima2015	NA	CAN25	12.0	CAN25_d1	urinary volume rate	canagliflozin	urine	LC MS/MS	canagliflozin_CAN25_volume_d1	18.0	hr	41.1728444161629	NA	NA	NA	NA	ml/hr	NA
Iijima2015	NA	CAN25	12.0	CAN25_d1	urinary volume rate	canagliflozin	urine	LC MS/MS	canagliflozin_CAN25_volume_d1	22.5	hr	-17.8153833916639	NA	NA	NA	NA	ml/hr	NA
Iijima2015	NA	CAN100	12.0	CAN100_d1	urinary volume rate	canagliflozin	urine	LC MS/MS	canagliflozin_CAN100_volume_d1	1.0	hr	62.3568246897868	NA	NA	NA	NA	ml/hr	NA
Iijima2015	NA	CAN100	12.0	CAN100_d1	urinary volume rate	canagliflozin	urine	LC MS/MS	canagliflozin_CAN100_volume_d1	5.5	hr	95.217546929685	NA	NA	NA	NA	ml/hr	NA
