study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Iijima2015	all	61.0	NA	species	61.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Iijima2015	all	61.0	NA	healthy 	61.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Iijima2015	all	61.0	NA	disease	61.0	NA	t2dm	NA	NA	NA	NA	NA	NA	NA	NA
Iijima2015	all	61.0	NA	sex	50.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Iijima2015	all	61.0	NA	sex	11.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Iijima2015	all	61.0	NA	alcohol	61.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Iijima2015	all	61.0	NA	smoking	61.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Iijima2015	all	61.0	NA	pregnant 	61.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Iijima2015	all	61.0	NA	breastfeeding	61.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Iijima2015	all	61.0	NA	age	61.0	NA	NA	54.3	NA	8.8	NA	25.0	65.0	yr	NA
Iijima2015	all	61.0	NA	bmi	61.0	NA	NA	25.56	NA	3.39	NA	18.5	39.9	kg/m^2	NA
Iijima2015	all	61.0	NA	weight	61.0	NA	NA	70.84	NA	12.38	NA	NA	NA	kg 	NA
Iijima2015	all	61.0	NA	concentration	61.0	glucose	NA	170.1	NA	24.3	NA	140.0	270.0	mg/dl	FPG
Iijima2015	all	61.0	NA	hba1c	61.0	NA	NA	8.66	NA	0.9	NA	6.9	10.5	percent	NA
Iijima2015	all	61.0	NA	blood pressure systolic	61.0	NA	NA	NA	NA	NA	NA	95.0	160.0	mmHg	NA
Iijima2015	all	61.0	NA	blood pressure diastolic	61.0	NA	NA	NA	NA	NA	NA	50.0	100.0	mmHg	NA
Iijima2015	all	61.0	NA	medication	61.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Iijima2015	CAN0	10.0	all	sex	8.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Iijima2015	CAN0	10.0	all	sex	2.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Iijima2015	CAN0	10.0	all	age	10.0	NA	NA	57.6	NA	6.3	NA	NA	NA	yr	NA
Iijima2015	CAN0	10.0	all	weight	10.0	NA	NA	69.73	NA	14.08	NA	NA	NA	kg	NA
Iijima2015	CAN0	10.0	all	bmi	10.0	NA	NA	25.75	NA	3.37	NA	NA	NA	kg/m^2	NA
Iijima2015	CAN0	10.0	all	concentration	10.0	glucose	NA	184.9	NA	35.8	NA	NA	NA	mg/dl	FPG
Iijima2015	CAN0	10.0	all	hba1c	10.0	NA	NA	8.91	NA	1.16	NA	NA	NA	percent	NA
Iijima2015	CAN25	12.0	all	sex	8.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Iijima2015	CAN25	12.0	all	sex	4.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Iijima2015	CAN25	12.0	all	age	12.0	NA	NA	49.0	NA	10.6	NA	NA	NA	yr	NA
Iijima2015	CAN25	12.0	all	weight	12.0	NA	NA	74.24	NA	11.04	NA	NA	NA	kg	NA
Iijima2015	CAN25	12.0	all	bmi	12.0	NA	NA	26.41	NA	2.39	NA	NA	NA	kg/m^2	NA
Iijima2015	CAN25	12.0	all	concentration	12.0	glucose	NA	172.2	NA	19.2	NA	NA	NA	mg/dl	FPG
Iijima2015	CAN25	12.0	all	hba1c	12.0	NA	NA	9.11	NA	0.85	NA	NA	NA	percent	NA
Iijima2015	CAN100	12.0	all	sex	12.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Iijima2015	CAN100	12.0	all	age	12.0	NA	NA	52.1	NA	7.6	NA	NA	NA	yr	NA
Iijima2015	CAN100	12.0	all	weight	12.0	NA	NA	73.44	NA	11.07	NA	NA	NA	kg	NA
Iijima2015	CAN100	12.0	all	bmi	12.0	NA	NA	25.25	NA	2.4	NA	NA	NA	kg/m^2	NA
Iijima2015	CAN100	12.0	all	concentration	12.0	glucose	NA	162.5	NA	20.4	NA	NA	NA	mg/dl	FPG
Iijima2015	CAN100	12.0	all	hba1c	12.0	NA	NA	8.28	NA	0.85	NA	NA	NA	percent	NA
Iijima2015	CAN200	14.0	all	sex	13.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Iijima2015	CAN200	14.0	all	sex	1.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Iijima2015	CAN200	14.0	all	age	14.0	NA	NA	56.2	NA	8.6	NA	NA	NA	yr	NA
Iijima2015	CAN200	14.0	all	weight	14.0	NA	NA	63.67	NA	13.62	NA	NA	NA	kg	NA
Iijima2015	CAN200	14.0	all	bmi	14.0	NA	NA	23.2	NA	4.03	NA	NA	NA	kg/m^2	NA
Iijima2015	CAN200	14.0	all	concentration	14.0	glucose	NA	163.4	NA	14.3	NA	NA	NA	mg/dl	FPG
Iijima2015	CAN200	14.0	all	hba1c	14.0	NA	NA	8.51	NA	0.82	NA	NA	NA	percent	NA
Iijima2015	CAN400	13.0	all	sex	9.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Iijima2015	CAN400	13.0	all	sex	4.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Iijima2015	CAN400	13.0	all	age	13.0	NA	NA	56.5	NA	8.2	NA	NA	NA	yr	NA
Iijima2015	CAN400	13.0	all	weight	13.0	NA	NA	73.88	NA	10.18	NA	NA	NA	kg	NA
Iijima2015	CAN400	13.0	all	bmi	13.0	NA	NA	27.44	NA	3.13	NA	NA	NA	kg/m^2	NA
Iijima2015	CAN400	13.0	all	concentration	13.0	glucose	NA	170.9	NA	27.2	NA	NA	NA	mg/dl	FPG
Iijima2015	CAN400	13.0	all	hba1c	13.0	NA	NA	8.58	NA	0.75	NA	NA	NA	percent	NA
