study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Kinoshita2015	all	34.0	NA	species	34.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Kinoshita2015	all	34.0	NA	healthy	34.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Kinoshita2015	all	34.0	NA	sex	34.0	NA	MF	NA	NA	NA	NA	NA	NA	NA	NA
Kinoshita2015	all	34.0	NA	overnight fast	34.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Kinoshita2015	all	34.0	NA	ethnicity	34.0	NA	japanese	NA	NA	NA	NA	NA	NA	NA	NA
Kinoshita2015	group 1	25.0	all	age	25.0	NA	NA	27.4	NA	6.2	NA	NA	NA	yr	NA
Kinoshita2015	group 1	25.0	all	weight	25.0	NA	NA	61.57	NA	4.54	NA	NA	NA	kg	NA
Kinoshita2015	group 1	25.0	all	bmi	25.0	NA	NA	21.0	NA	1.53	NA	NA	NA	kg/m^2	NA
Kinoshita2015	group 1	25.0	all	height	25.0	NA	NA	171.2	NA	3.8	NA	NA	NA	cm	NA
Kinoshita2015	group 2	19.0	all	age	19.0	NA	NA	25.8	NA	3.2	NA	NA	NA	yr	NA
Kinoshita2015	group 2	19.0	all	weight	19.0	NA	NA	62.46	NA	5.64	NA	NA	NA	kg	NA
Kinoshita2015	group 2	19.0	all	bmi	19.0	NA	NA	21.45	NA	1.83	NA	NA	NA	kg/m^2	NA
Kinoshita2015	group 2	19.0	all	height	19.0	NA	NA	170.7	NA	4.7	NA	NA	NA	cm	NA
