study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Sha2014	PBO	18.0	placebo_baseline	renal threshold	canagliflozin	urine	LC MS/MS	glucose_renal_threshold_PBO	-16.0	day	13.2				1.7				mmol/l	mmol/l
Sha2014	PBO	18.0	placebo_d16	renal threshold	canagliflozin	urine	LC MS/MS	glucose_renal_threshold_PBO	3.0	day	13.2				1.6				mmol/l	mmol/l
