study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Sha2014	PBO_K	18.0	placebo_baseline	renal threshold	canagliflozin	urine	LC MS/MS	glucose_renal_threshold_PBO_K	-16.0	day	14.9				2.6				mmol/l	mmol/l
Sha2014	PBO_K	18.0	placebo_baseline	renal threshold	canagliflozin	urine	LC MS/MS	glucose_renal_threshold_PBO_K	3.0	day	14.4				2.2				mmol/l	mmol/l
