study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Sha2014	CAN300_BID	18.0	CAN300_BID_baseline	renal threshold	canagliflozin	urine	LC MS/MS	glucose_renal_threshold_CAN300_BID	-16.0	day	13.3				1.8				mmol/l	mmol/l
Sha2014	CAN300_BID	18.0	CAN300_BID_d16	renal threshold	canagliflozin	urine	LC MS/MS	glucose_renal_threshold_CAN300_BID	3.0	day	4.8				1.3				mmol/l	mmol/l
