study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Chen2015	all	14.0	CAN100	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN100	0.0	hr	0.0								mole	mg
Chen2015	all	14.0	CAN100	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN100	24.0	hr	1.115815332562461e-06				4.724218141897516e-07				mole	mg
