study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Chen2015	all	14.0	CAN100	concentration	glucose	plasma	LC MS/MS	glucose_mpg_CAN100	24.0	hr	98.2				6.34				mg/dl	mg/dl
Chen2015	all	14.0	CAN100	concentration	glucose	plasma	LC MS/MS	glucose_mpg_CAN100	2.0	hr	23.0				10.6			concentration change absolute	mg/dl	mg/dl
Chen2015	all	14.0	CAN100	concentration	glucose	plasma	LC MS/MS	glucose_mpg_CAN100	4.0	hr	16.0				7.03			concentration change absolute	mg/dl	mg/dl
