study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Chen2015	all	14.0	CAN100	cumulative amount	glucose	urine	LC MS/MS	glucose_cumulative_amount_CAN100	0.0	hr	0.0				0.0				g	g
Chen2015	all	14.0	CAN100	cumulative amount	glucose	urine	LC MS/MS	glucose_cumulative_amount_CAN100	24.0	hr	33.8				10.4				g	g
